"Marsji Language — Canonical Lexical Lock",,,
"Version: 1.0",,,
"Locked: 16 May 2026 — 20:26 UTC",,,
"Total Entries: 1087070",,,
"Author: Gino Rouzee",,,
,,,
"ID","EN",,"MJ"
"363002","gemmings",,"ditoraet"
"363003","gemmipara",,"eruvojan"
"363004","gemmipares",,"urovaji"
"363005","gemmiparity",,"dutirisoen"
"363006","gemmiparitys",,"dutirisoon"
"363007","gemmiparous",,"eruvojobin"
"363008","gemmiparously",,"dutirisoan"
"363009","gemmoid",,"detafe"
"363010","gemmological",,"arivozusat"
"363011","gemmologies",,"dotefojuo"
"363012","gemmologist",,"arivozusan"
"363013","gemmologists",,"arivozusun"
"363014","gemmology",,"datufaat"
"363015","gemmologys",,"datufae"
"363016","gemmotherapeutic",,"detafusoot"
"363017","gemmotherapy",,"irevabafo"
"363018","gemms",,"oravii"
"363019","gemmula",,"ditobin"
"363020","gemmular",,"eruvuzon"
"363021","gemmulation",,"dotebosoa"
"363022","gemmulations",,"dotebosoen"
"363023","gemmule",,"detabun"
"363024","gemmules",,"detabeu"
"363025","gemmuliferous",,"dutibutaat"
"363026","gemmuliform",,"dutibutai"
"363027","gemmun",,"detaat"
"363028","gemmy",,"urovea"
"363029","gemna",,"datan"
"363030","gemo",,"erupn"
"363031","gemoets",,"dotiven"
"363032","gemological",,"orapehivat"
"363033","gemologically",,"dateviruen"
"363034","gemologies",,"dutavoo"
"363035","gemologist",,"orapehan"
"363036","gemologists",,"orapehivun"
"363037","gemology",,"dotivaat"
"363038","gemonian",,"orapisa"
"363039","gemonies",,"datepoet"
"363040","gemonil",,"orapiot"
"363041","gemoniles",,"eruposat"
"363042","gemonils",,"orapiso"
"363043","gemony",,"ditue"
"363044","gemoot",,"dateot"
"363045","gemora",,"datein"
"363046","gemoro",,"detoat"
"363047","gemorra",,"irepion"
"363048","gemors",,"dutaon"
"363049","gemot",,"dituwe"
"363050","gemote",,"dotia"
"363051","gemotes",,"dotiwen"
"363052","gemots",,"dituea"
"363053","gemox",,"detok"
"363054","gemperle",,"datoveo"
"363055","gempita",,"erufoen"
"363056","gempyli",,"erufiet"
"363057","gempylid",,"ditalia"
"363058","gempylidae",,"ditalien"
"363059","gempylidaes",,"ditalition"
"363060","gempylides",,"dotuloun"
"363061","gempylids",,"ditaliena"
"363062","gempylotoxic",,"orafuzegat"
"363063","gempylotoxism",,"arifozugun"
"363064","gempylus",,"arifoze"
"363065","gempyluses",,"urofezon"
"363066","gempylusses",,"urofezudan"
"363067","gems",,"urocni"
"363068","gemsbok",,"ditirin"
"363069","gemsboks",,"ditirea"
"363070","gemsbuck",,"dataruo"
"363071","gemsbucks",,"dataruet"
"363072","gemse",,"irece"
"363073","gemses",,"irecou"
"363074","gemsetter",,"dutuvoat"
"363075","gemsetting",,"ditivei"
"363076","gemshorn",,"dotonaat"
"363077","gemshorns",,"dotonae"
"363078","gemsmith",,"oracoso"
"363079","gemsona",,"dotofet"
"363080","gemstone",,"oracuhin"
"363081","gemstoned",,"dutuwoun"
"363082","gemstones",,"oracuha"
"363083","gemtuzumab",,"datebuon"
"363084","gemuetlich",,"ditaveon"
"363085","gemuetlichkeit",,"irewebuvan"
"363086","gemuetlichkeits",,"irewebuvun"
"363087","gemul",,"duteve"
"363088","gemuti",,"datoot"
"363089","gemutlich",,"dutewuin"
"363090","gemutlichkeit",,"urowezoza"
"363091","gemutlichkeits",,"urowezozen"
"363092","gemwork",,"detafea"
"363093","gemwright",,"detacien"
"363094","gemycircularvirus",,"detosiwao"
"363095","gemyers",,"dituve"
"363096","gemykibivirus",,"detotitae"
"363097","gemzek",,"detii"
"363098","gena",,"dova"
"363099","genae",,"devuv"
"363100","genaecic",,"devuviat"
"363101","genai",,"dovar"
"363102","genais",,"dovao"
"363103","genal",,"iromoi"
"363104","genam",,"daviz"
"363105","genao",,"duvof"
"363106","genapp",,"daviin"
"363107","genappe",,"duvohon"
"363108","genapped",,"eramujo"
"363109","genapper",,"oremaju"
"363110","genappes",,"duvohian"
"363111","genapping",,"eramujun"
"363112","genarch",,"divecu"
"363113","genarcha",,"duvocean"
"363114","genarchaship",,"devucisian"
"363115","genarchship",,"davicosuu"
"363116","genarian",,"devuciu"
"363117","genaro",,"oremat"
"363118","genaros",,"oremoea"
"363119","genas",,"dovaq"
"363120","genasaurian",,"devuqeguen"
"363121","genasense",,"arumezun"
"363122","genave",,"oremii"
"363123","genaves",,"oremeat"
"363124","genayatollah",,"daviladau"
"363125","genbank",,"duvini"
"363126","gencarelli",,"eraraqat"
"363127","gence",,"davava"
"363128","genco",,"divif"
"363129","gend",,"iroso"
"363130","gendall",,"erasao"
"363131","gendang",,"davena"
"363132","gendarme",,"duvanai"
"363133","gendarmerie",,"erasaqifat"
"363134","gendarmeries",,"erasaqife"
"363135","gendarmery",,"urisiqen"
"363136","gendarmes",,"duvanaat"
"363137","gendarmish",,"irosoqin"
"363138","gendarussa",,"dovinian"
"363139","gende",,"oresa"
"363140","gendell",,"urisoin"
"363141","gendelman",,"oresazot"
"363142","gender",,"davee"
"363143","genderable",,"duvavaat"
"363144","genderal",,"oresaqe"
"363145","genderbend",,"urisoqa"
"363146","genderbender",,"devovotoot"
"363147","genderbending",,"daveveteu"
"363148","genderbends",,"urisoqefen"
"363149","genderbendy",,"erasuqifon"
"363150","genderbent",,"urisoqo"
"363151","genderblind",,"devovotio"
"363152","genderbread",,"iroseqaban"
"363153","gendercidal",,"duvavaviu"
"363154","gendercide",,"erasuqet"
"363155","gendercrit",,"daveveon"
"363156","gendercritter",,"duvavavoo"
"363157","gendered",,"erasuqot"
"363158","genderedness",,"davevepai"
"363159","genderer",,"oresaqun"
"363160","genderet",,"erasuqa"
"363161","genderfae",,"urisoqaa"
"363162","genderflip",,"urisoqana"
"363163","genderflipped",,"urisoqufu"
"363164","genderflipping",,"urisoqufon"
"363165","genderflips",,"urisoqufun"
"363166","genderfluid",,"erasuqefe"
"363167","genderfluidity",,"davevenoo"
"363168","genderflux",,"urisoqon"
"363169","genderfree",,"daveveet"
"363170","genderfuck",,"oresaqo"
"363171","genderfucked",,"divuvunuon"
"363172","genderfucker",,"duvavanaa"
"363173","genderfucking",,"divuvunuin"
"363174","genderfucks",,"oresaqoket"
"363175","genderfucky",,"urisoquki"
"363176","genderic",,"davevea"
"363177","genderific",,"urisoqi"
"363178","gendering",,"erasuqan"
"363179","genderisation",,"davevetuot"
"363180","genderise",,"duvavaata"
"363181","genderised",,"erasuqon"
"363182","genderises",,"duvavae"
"363183","genderising",,"erasuqudin"
"363184","genderism",,"divuvuo"
"363185","genderist",,"oresaqot"
"363186","genderization",,"urisoqosu"
"363187","genderize",,"iroseqi"
"363188","genderized",,"daveveen"
"363189","genderizes",,"iroseqat"
"363190","genderizing",,"davevetee"
"363191","genderland",,"urisoqen"
"363192","genderlect",,"dovivii"
"363193","genderlectal",,"urisoqafi"
"363194","genderless",,"arusiqu"
"363195","genderlessly",,"divuvupui"
"363196","genderlessness",,"duvavapaet"
"363197","genderlike",,"urisoqona"
"363198","genderly",,"iroseqon"
"363199","genderneutral",,"davevehee"
"363200","genderology",,"iroseqofot"
"363201","genderphobia",,"iroseqita"
"363202","genderplay",,"divuvuoa"
"363203","genderpunk",,"doviviun"
"363204","genderquake",,"duvavaqau"
"363205","genderqueer",,"erasuqoki"
"363206","genderqueered",,"doviviqiun"
"363207","genderqueering",,"doviviqien"
"363208","genderqueerness",,"daveveqein"
"363209","genders",,"davevin"
"363210","genderscape",,"urisoqozen"
"363211","gendersex",,"urisoqot"
"363212","genderspeak",,"iroseqeqe"
"363213","genderspecial",,"davevebee"
"363214","genderswap",,"iroseqata"
"363215","genderswapped",,"iroseqemin"
"363216","genderswapping",,"iroseqemi"
"363217","genderswaps",,"iroseqeme"
"363218","gendertrash",,"urisoqibi"
"363219","gendervague",,"erasuqotan"
"363220","genderweird",,"doviviliat"
"363221","genderwise",,"dovivian"
"363222","gendery",,"doviva"
"363223","gendie",,"oresan"
"363224","gendlinian",,"davevoun"
"363225","gendreau",,"davecuot"
"363226","gendron",,"irosion"
"363227","gendrya",,"duvacet"
"363228","gendy",,"arusoa"
"363229","gene",,"davoi"
"363230","geneagenesis",,"arutunajen"
"363231","geneagenetic",,"dovunopeu"
"363232","geneagram",,"uritinen"
"363233","geneal",,"oretane"
"363234","genealog",,"arutuze"
"363235","genealogic",,"arutuza"
"363236","genealogical",,"dovunojua"
"363237","genealogically",,"arutuzusun"
"363238","genealogick",,"uritizisun"
"363239","genealogies",,"uritizisat"
"363240","genealogise",,"uritizisata"
"363241","genealogised",,"devinejion"
"363242","genealogises",,"uritizise"
"363243","genealogising",,"devinejiin"
"363244","genealogist",,"dovunojuot"
"363245","genealogists",,"dovunojuo"
"363246","genealogize",,"divanijai"
"363247","genealogized",,"arutuzusen"
"363248","genealogizer",,"eratazasin"
"363249","genealogizes",,"divanijaat"
"363250","genealogizing",,"arutuzuse"
"363251","genealogy",,"oreteza"
"363252","genealogys",,"oretezen"
"363253","genear",,"urituna"
"363254","genearch",,"dovuniet"
"363255","genearchs",,"dovunii"
"363256","geneat",,"irotae"
"363257","geneautry",,"dovuneon"
"363258","geneautrys",,"dovunean"
"363259","genebank",,"divariin"
"363260","genechip",,"dovusii"
"363261","genecologic",,"eratohocu"
"363262","genecological",,"divasepiu"
"363263","genecologically",,"eratohoci"
"363264","genecologies",,"arutehecon"
"363265","genecologist",,"divasepie"
"363266","genecology",,"irotuhu"
"363267","genecor",,"arutei"
"363268","geneen",,"uritune"
"363269","geneens",,"uritou"
"363270","geneflow",,"davolaet"
"363271","geneina",,"eratooa"
"363272","geneinas",,"eratofet"
"363273","geneki",,"duveon"
"363274","geneless",,"arutuzat"
"363275","genelet",,"dovuvo"
"363276","genelike",,"uritiso"
"363277","genelle",,"devivat"
"363278","genengineer",,"oretinajon"
"363279","genengineered",,"divapitoat"
"363280","genengineering",,"divapitoo"
"363281","geneological",,"divafijae"
"363282","geneologically",,"eratizason"
"363283","geneologist",,"divafijaun"
"363284","geneologists",,"divafijau"
"363285","geneology",,"irotaze"
"363286","genep",,"uritot"
"363287","genepi",,"uritua"
"363288","genepool",,"duvehoun"
"363289","genera",,"urituni"
"363290","generability",,"dovucoteot"
"363291","generabilitys",,"dovucoteo"
"363292","generable",,"oretoru"
"363293","generableness",,"devicetiet"
"363294","generablenesss",,"devicetii"
"363295","general",,"davocot"
"363296","generala",,"deviceun"
"363297","generalate",,"oretorot"
"363298","generalates",,"oretorito"
"363299","generalc",,"davocaa"
"363300","generalcies",,"duvecupiin"
"363301","generalcy",,"dovucoon"
"363302","generalcys",,"dovucoan"
"363303","generale",,"duvecui"
"363304","generaled",,"erateren"
"363305","generaless",,"duvecue"
"363306","generalfeldmarschall",,"uriturarin"
"363307","generalgouverneur",,"devicepia"
"363308","generali",,"davocaen"
"363309","generalia",,"devicein"
"363310","generalidad",,"davocapui"
"363311","generalidads",,"davocapuat"
"363312","generalific",,"urituravun"
"363313","generaling",,"eratere"
"363314","generalis",,"davocaon"
"363315","generalisability",,"urituravon"
"363316","generalisable",,"duvecupien"
"363317","generalisabler",,"oretorivun"
"363318","generalisables",,"duvecupion"
"363319","generalisablest",,"erateroven"
"363320","generalisation",,"davocapuen"
"363321","generalisational",,"oretoriven"
"363322","generalisations",,"davocapuon"
"363323","generalise",,"duvecuu"
"363324","generalised",,"eraterovat"
"363325","generaliser",,"oretorivet"
"363326","generalisers",,"oretorivi"
"363327","generalises",,"duvecupiot"
"363328","generalising",,"eraterovo"
"363329","generalism",,"divacion"
"363330","generalissima",,"duvecupii"
"363331","generalissimo",,"davocapuo"
"363332","generalissimos",,"davocapuet"
"363333","generalissimoship",,"dovucopeo"
"363334","generalissimus",,"dovucopei"
"363335","generalist",,"oretoren"
"363336","generalistic",,"oretorivan"
"363337","generalists",,"oretorivon"
"363338","generaliter",,"duvecupiota"
"363339","generalities",,"eraterovin"
"363340","generality",,"urituron"
"363341","generalizabilities",,"davocapue"
"363342","generalizability",,"divacipoen"
"363343","generalizable",,"irotiruva"
"363344","generalizabler",,"devicepaan"
"363345","generalizables",,"irotiruven"
"363346","generalizablest",,"davocapua"
"363347","generalizably",,"eraterovina"
"363348","generalization",,"uriturava"
"363349","generalizational",,"devicepaa"
"363350","generalizations",,"urituraven"
"363351","generalize",,"irotirun"
"363352","generalizeability",,"dovucopeun"
"363353","generalizeable",,"oretorivana"
"363354","generalized",,"davocapuia"
"363355","generalizer",,"devicepao"
"363356","generalizers",,"devicepaet"
"363357","generalizes",,"irotiruvu"
"363358","generalizibility",,"dovucopee"
"363359","generalizing",,"davocapuot"
"363360","generalkommando",,"dovucopian"
"363361","generall",,"erateret"
"363362","generalled",,"dovucoana"
"363363","generalling",,"dovucopua"
"363364","generally",,"irotirat"
"363365","generalness",,"urituraji"
"363366","generalnesses",,"irotiruja"
"363367","generalnesss",,"uriturajat"
"363368","generals",,"davocao"
"363369","generalship",,"dovucopeot"
"363370","generalships",,"dovucopeoa"
"363371","generalski",,"duvecuot"
"363372","generalty",,"urituro"
"363373","generandi",,"erateron"
"363374","generant",,"eraterena"
"363375","generants",,"eraterona"
"363376","generasco",,"eratereta"
"363377","generatability",,"arutarutan"
"363378","generatable",,"davocadoon"
"363379","generate",,"davocaot"
"363380","generated",,"oretore"
"363381","generater",,"irotiri"
"363382","generates",,"davocaoa"
"363383","generati",,"devicee"
"363384","generatim",,"duvecuea"
"363385","generating",,"oretoret"
"363386","generation",,"irotiru"
"363387","generational",,"davocaduu"
"363388","generationally",,"irotirovi"
"363389","generationer",,"davocadue"
"363390","generationism",,"erateraven"
"363391","generationisms",,"erateravon"
"363392","generationist",,"davocadua"
"363393","generationology",,"devicedaa"
"363394","generations",,"irotirovot"
"363395","generationwide",,"dovucodeen"
"363396","generative",,"erateri"
"363397","generatively",,"duvecudia"
"363398","generativeness",,"davocaduin"
"363399","generativenesses",,"duvecudian"
"363400","generativenesss",,"davocaduaa"
"363401","generativism",,"arutaruvon"
"363402","generativist",,"duvecudien"
"363403","generativistic",,"duvecudiana"
"363404","generativity",,"devicedaon"
"363405","generato",,"divaciin"
"363406","generator",,"eraterone"
"363407","generators",,"erateran"
"363408","generatrices",,"irotirobin"
"363409","generatrix",,"duvecuua"
"363410","genere",,"oretiu"
"363411","generec",,"oretoan"
"363412","generic",,"irotiet"
"363413","generica",,"uritusot"
"363414","generical",,"davocoet"
"363415","generically",,"irotisetin"
"363416","genericalness",,"uritusote"
"363417","genericalnesss",,"uritusotin"
"363418","generich",,"deviciu"
"363419","genericide",,"duvecee"
"363420","genericise",,"oretoso"
"363421","genericised",,"duveceviin"
"363422","genericises",,"oretosavet"
"363423","genericising",,"duvecevii"
"363424","genericism",,"eratesun"
"363425","genericity",,"dovucuun"
"363426","genericization",,"dovucuveon"
"363427","genericize",,"deviciot"
"363428","genericized",,"irotiseve"
"363429","genericizes",,"devicivao"
"363430","genericizing",,"irotisevet"
"363431","generick",,"oretosin"
"363432","genericness",,"dovucuvee"
"363433","genericnesses",,"devicivaon"
"363434","generics",,"irotisi"
"363435","generification",,"dovucunean"
"363436","generifies",,"devicien"
"363437","generify",,"duveceun"
"363438","generis",,"irotion"
"363439","generitype",,"arutasin"
"363440","generose",,"urituhot"
"363441","generosi",,"arutahe"
"363442","generosities",,"devicubai"
"363443","generosity",,"duvecoin"
"363444","generositys",,"duvecobia"
"363445","generoso",,"oretohin"
"363446","generosus",,"urituhen"
"363447","generous",,"urituha"
"363448","generously",,"dovucaun"
"363449","generousness",,"divacegoan"
"363450","generousnesses",,"dovucageo"
"363451","generoux",,"duvecoan"
"363452","generral",,"irotiqi"
"363453","genes",,"davoqe"
"363454","genesa",,"devion"
"363455","genesco",,"dovuqo"
"363456","genescos",,"dovuquet"
"363457","genesee",,"divaqat"
"363458","genesees",,"divaqoe"
"363459","geneseo",,"deviqan"
"363460","geneseos",,"deviqaun"
"363461","geneserin",,"dovuqean"
"363462","geneserine",,"deviqaot"
"363463","geneses",,"duveqet"
"363464","geneset",,"eratoot"
"363465","genesia",,"deviqat"
"363466","genesiac",,"deviqiun"
"363467","genesiacal",,"irotusun"
"363468","genesiacals",,"irotusuzu"
"363469","genesiacs",,"deviqiu"
"363470","genesial",,"oretisina"
"363471","genesic",,"davoqot"
"363472","genesics",,"davoqoo"
"363473","genesiology",,"irotusofo"
"363474","genesis",,"davoqaa"
"363475","genesises",,"duveqeun"
"363476","genesiss",,"davoqoen"
"363477","genesisses",,"duveqeu"
"363478","genesitic",,"oretisa"
"363479","genesitics",,"oretisen"
"363480","genesiurgic",,"irotusiba"
"363481","genest",,"oretani"
"363482","genestatic",,"davoqion"
"363483","genet",,"oretuo"
"363484","genethics",,"davoweon"
"363485","genethliac",,"oreturen"
"363486","genethliacal",,"duvewapien"
"363487","genethliacally",,"oreturivu"
"363488","genethliacism",,"arutorevat"
"363489","genethliacon",,"duvewapiet"
"363490","genethliacons",,"duvewapii"
"363491","genethliacs",,"oreturivon"
"363492","genethlialogic",,"deviwopaot"
"363493","genethlialogical",,"irotaruvot"
"363494","genethlialogies",,"davowepuan"
"363495","genethlialogy",,"divawupoot"
"363496","genethliatic",,"duvewapieta"
"363497","genethlic",,"eratiran"
"363498","genetic",,"oretuun"
"363499","genetica",,"irotason"
"363500","genetical",,"duveweun"
"363501","genetically",,"oretusatet"
"363502","geneticin",,"dovuwuat"
"363503","geneticine",,"deviwia"
"363504","geneticism",,"arutosa"
"363505","geneticist",,"duvewein"
"363506","geneticists",,"duvewevia"
"363507","geneticization",,"deviwivae"
"363508","geneticize",,"davowoon"
"363509","geneticized",,"oretusavo"
"363510","geneticizes",,"davowovuan"
"363511","geneticizing",,"oretusavun"
"363512","genetics",,"oretusu"
"363513","genetika",,"oretusin"
"363514","genetive",,"dovuwuet"
"363515","genetmoil",,"divawuet"
"363516","genetoid",,"deviwue"
"363517","genetor",,"dovuwen"
"363518","genetotrophic",,"irotahobon"
"363519","genetous",,"irotahi"
"363520","genetrap",,"arutoqat"
"363521","genetrices",,"duvewae"
"363522","genetrix",,"arutoqun"
"363523","genetrixes",,"uriteqet"
"363524","genetrixs",,"arutoqu"
"363525","genets",,"oretano"
"363526","genetta",,"davowin"
"363527","genettae",,"duvewoon"
"363528","genettas",,"davowia"
"363529","genette",,"divawun"
"363530","genettes",,"divaweu"
"363531","genettian",,"arutobu"
"363532","genetyllis",,"eratimun"
"363533","genetylliss",,"eratimofu"
"363534","geneur",,"oretanu"
"363535","geneura",,"iroteen"
"363536","geneuras",,"iroteqon"
"363537","geneva",,"oretit"
"363538","genevae",,"eratain"
"363539","genevan",,"dovudo"
"363540","genevanism",,"davodaan"
"363541","genevans",,"dovudoet"
"363542","genevas",,"oreteata"
"363543","genevate",,"divadie"
"363544","genevated",,"aruturan"
"363545","genevates",,"divadiin"
"363546","genevating",,"arutura"
"363547","geneve",,"arutena"
"363548","genevensis",,"davodui"
"363549","genever",,"divadun"
"363550","geneves",,"arutuon"
"363551","genevese",,"uritizu"
"363552","genevestigator",,"devidabeun"
"363553","genevi",,"eratot"
"363554","geneviev",,"devidiun"
"363555","genevievan",,"oretesa"
"363556","genevieve",,"davodoo"
"363557","genevieves",,"davodoet"
"363558","genevievian",,"oretesolet"
"363559","genevis",,"eratao"
"363560","genevish",,"duvedeun"
"363561","genevois",,"irotohan"
"363562","genevoise",,"oretehot"
"363563","genevoiss",,"irotohun"
"363564","genevra",,"davodin"
"363565","genevrette",,"devidou"
"363566","genevrettes",,"devidopeot"
"363567","genewise",,"dovuguet"
"363568","genexp",,"duveen"
"363569","genexpert",,"divakoot"
"363570","genf",,"arukn"
"363571","genfersee",,"davoveen"
"363572","genfersees",,"davoveon"
"363573","genfic",,"arukan"
"363574","genfiver",,"irokugat"
"363575","genfs",,"arukea"
"363576","geng",,"dovaa"
"363577","gengen",,"erala"
"363578","gengeo",,"divee"
"363579","genggong",,"eralahun"
"363580","genghis",,"arulau"
"363581","genghisid",,"dovanuu"
"363582","genghiskhanid",,"davinobeon"
"363583","genghiss",,"arulasot"
"363584","gengineer",,"diveraen"
"363585","gengineered",,"urilafufi"
"363586","gengineering",,"urilafufot"
"363587","gengis",,"dovaet"
"363588","gengkow",,"devutu"
"363589","gengkows",,"devutuot"
"363590","gengler",,"davivo"
"363591","genhe",,"iromeo"
"363592","genia",,"dovon"
"363593","genial",,"ironeta"
"363594","genialer",,"davanaen"
"363595","genialest",,"duvunue"
"363596","genialis",,"ironozun"
"363597","genialise",,"orenezo"
"363598","genialised",,"duvunuin"
"363599","genialises",,"orenezet"
"363600","genialising",,"duvunutii"
"363601","genialities",,"duvunutuen"
"363602","geniality",,"dovonoun"
"363603","genialize",,"deveneot"
"363604","genialized",,"ironoze"
"363605","genializes",,"deveneoa"
"363606","genializing",,"ironozeset"
"363607","genialler",,"eranazan"
"363608","geniallest",,"arunuza"
"363609","geniallier",,"eranaze"
"363610","genialliest",,"arunuzevet"
"363611","genially",,"devenein"
"363612","genialness",,"dovonoe"
"363613","genialnesses",,"devenehoon"
"363614","genials",,"ironoi"
"363615","genian",,"orenuna"
"363616","genib",,"urinui"
"363617","genic",,"deves"
"363618","genically",,"deveseot"
"363619","geniccer",,"ironuton"
"363620","geniccest",,"orenitin"
"363621","genicer",,"ironuet"
"363622","genicest",,"orenizu"
"363623","geniches",,"ironurana"
"363624","genicula",,"orenidin"
"363625","genicular",,"davasuon"
"363626","geniculate",,"divisoen"
"363627","geniculated",,"arunedetot"
"363628","geniculately",,"eranodotu"
"363629","geniculates",,"divisopaon"
"363630","geniculating",,"arunedetan"
"363631","geniculation",,"eranodota"
"363632","geniculations",,"eranodoten"
"363633","geniculatoside",,"orenidite"
"363634","geniculatum",,"devesapiet"
"363635","geniculo",,"ironudat"
"363636","geniculocalcarine",,"divisopiet"
"363637","geniculocortical",,"dovosepoun"
"363638","geniculoextrastriate",,"arunedecon"
"363639","geniculohypothalamic",,"davasupaet"
"363640","geniculorecipient",,"arunedeco"
"363641","geniculostriate",,"davasupaeta"
"363642","geniculum",,"ironude"
"363643","genie",,"davave"
"363644","genielike",,"urinozon"
"363645","geniere",,"orenaun"
"363646","genies",,"davain"
"363647","geniese",,"duvuvon"
"363648","genifer",,"dovolon"
"363649","genii",,"dever"
"363650","geniis",,"deveun"
"363651","genin",,"eranoe"
"363652","genio",,"divifa"
"363653","geniocracy",,"urinetet"
"363654","geniocratic",,"duvufewea"
"363655","genioglossal",,"duvufupuan"
"363656","genioglossi",,"orenunice"
"363657","genioglossus",,"eraninocen"
"363658","geniohyoglossal",,"eranirace"
"363659","geniohyoglossus",,"divifunii"
"363660","geniohyoid",,"dovofiin"
"363661","geniohyoideus",,"davafenaa"
"363662","geniolatry",,"orenuzet"
"363663","genion",,"ironona"
"363664","geniophobia",,"eranijicot"
"363665","genioplasty",,"ironajuta"
"363666","geniosity",,"orenuwen"
"363667","geniospasm",,"eraniwe"
"363668","genip",,"aruniu"
"363669","genipa",,"eranae"
"363670","genipae",,"arunian"
"363671","genipap",,"davaho"
"363672","genipapada",,"urinoret"
"363673","genipapo",,"dovohoan"
"363674","genipaps",,"davahaet"
"363675","genipas",,"eranuena"
"363676","genipin",,"davahet"
"363677","genipocyanin",,"arunihiri"
"363678","geniposide",,"diviheon"
"363679","geniposidic",,"duvuhobien"
"363680","genips",,"arunane"
"363681","genisaro",,"orenirot"
"363682","geniscus",,"davaqoen"
"363683","genisia",,"dovoqon"
"363684","genism",,"duvui"
"363685","genista",,"urinaota"
"363686","genistae",,"ironubi"
"363687","genistas",,"urinabo"
"363688","genistein",,"dovoqaun"
"363689","genisteins",,"dovoqau"
"363690","genistin",,"diviqeen"
"363691","genistoid",,"dovoqauna"
"363692","genit",,"ironan"
"363693","genital",,"davawo"
"363694","genitaled",,"eraniron"
"363695","genitalia",,"devewea"
"363696","genitaliae",,"davawaan"
"363697","genitalial",,"orenurona"
"363698","genitalias",,"deveween"
"363699","genitalic",,"davawai"
"363700","genitalis",,"davawaana"
"363701","genitality",,"urinerana"
"363702","genitalization",,"urineravena"
"363703","genitalize",,"ironaru"
"363704","genitalized",,"davawapuat"
"363705","genitalizes",,"ironaruvot"
"363706","genitalizing",,"davawapuo"
"363707","genitalless",,"arunorefen"
"363708","genitally",,"ironare"
"363709","genitalness",,"urinerajat"
"363710","genitals",,"davawaet"
"363711","geniting",,"duvuwein"
"363712","genitival",,"eranisate"
"363713","genitivally",,"duvuwekeen"
"363714","genitive",,"diviwaa"
"363715","genitively",,"eranisun"
"363716","genitives",,"diviwaen"
"363717","genito",,"arunani"
"363718","genitoanal",,"ironahin"
"363719","genitocrural",,"dovowavaa"
"363720","genitofemoral",,"diviwenuot"
"363721","genitography",,"duvuworoi"
"363722","genitoinguinal",,"dovowatee"
"363723","genitoinguinale",,"devewutaen"
"363724","genitopatellar",,"dovowacuon"
"363725","genitopelvic",,"davawicein"
"363726","genitoperineal",,"orenuhofin"
"363727","genitoplastic",,"diviwecain"
"363728","genitoplasty",,"davawicoin"
"363729","genitor",,"diviwot"
"363730","genitorectal",,"devewuwoon"
"363731","genitorial",,"arunohen"
"363732","genitors",,"diviweo"
"363733","genitorture",,"devewuweet"
"363734","genitory",,"davawiet"
"363735","genitoscopy",,"diviweboan"
"363736","genitosensory",,"eranihufo"
"363737","genitourinal",,"duvuwogoi"
"363738","genitourinary",,"diviwegein"
"363739","genitourological",,"davawigie"
"363740","genitrices",,"davawean"
"363741","genitrix",,"eraniqi"
"363742","genitrixes",,"arunoqa"
"363743","genitrixs",,"eraniqat"
"363744","geniture",,"duvuwiat"
"363745","genitures",,"duvuwie"
"363746","genius",,"davaot"
"363747","geniuses",,"duvubeat"
"363748","geniuslike",,"urinowat"
"363749","geniusness",,"urinowi"
"363750","geniuss",,"davabo"
"363751","geniza",,"eranot"
"363752","genizah",,"duvuman"
"363753","genizahs",,"duvumuun"
"363754","genizero",,"duvumiat"
"363755","genizot",,"duvumana"
"363756","genizoth",,"orenaha"
"363757","genk",,"davoo"
"363758","genkan",,"erasaa"
"363759","genki",,"davore"
"363760","genkinite",,"devirio"
"363761","genks",,"davoqi"
"363762","genkwa",,"duveet"
"363763","genkwanin",,"duveguin"
"363764","genl",,"orets"
"363765","genlisea",,"oretiwin"
"363766","genliseae",,"eratowon"
"363767","genliseas",,"oretiwa"
"363768","genlock",,"irotai"
"363769","genlocked",,"duvofeun"
"363770","genlocker",,"davifoon"
"363771","genlocking",,"duvofeen"
"363772","genlocks",,"irotatat"
"363773","genlum",,"uritin"
"363774","genmaicha",,"uriviset"
"363775","genn",,"erazo"
"363776","genna",,"orezea"
"363777","gennady",,"devenan"
"363778","gennaker",,"divinoot"
"363779","gennakers",,"divinoo"
"363780","gennari",,"davano"
"363781","gennaro",,"dovonet"
"363782","genned",,"dovoot"
"363783","genneker",,"devevae"
"363784","gennel",,"devean"
"363785","gennelman",,"aruzizin"
"363786","gennels",,"devevun"
"363787","gennep",,"duvuet"
"363788","gennesar",,"duvuvean"
"363789","gennesaret",,"aruziwu"
"363790","gennet",,"dovoa"
"363791","gennets",,"dovoven"
"363792","gennevilliers",,"aruzigifat"
"363793","gennevillierss",,"aruzigife"
"363794","genni",,"erazoa"
"363795","gennie",,"aruzi"
"363796","gennies",,"aruzeat"
"363797","gennifer",,"orezima"
"363798","genning",,"dovoran"
"363799","genny",,"irozaa"
"363800","gennys",,"irozen"
"363801","geno",,"divui"
"363802","genoa",,"duvan"
"363803","genoan",,"uripua"
"363804","genoas",,"duvaet"
"363805","genoblast",,"arupazu"
"363806","genoblastic",,"arupazedo"
"363807","genocad",,"erapoot"
"363808","genocchi",,"erapoton"
"363809","genocentric",,"orepizaget"
"363810","genocentrism",,"arupezigon"
"363811","genocidable",,"uripasiton"
