"Marsji Language — Canonical Lexical Lock",,,
"Version: 1.0",,,
"Locked: 16 May 2026 — 20:26 UTC",,,
"Total Entries: 1,087,070",,,
"854370","semiartificial",,"orinuquvu"
"854371","semiartinian",,"orinuquvi"
"854372","semiarundinaria",,"fitinugoa"
"854373","semiasphaltic",,"orinuwatan"
"854374","semiatheist",,"fataniseun"
"854375","semiattached",,"arenobotu"
"854376","semiaudible",,"fitinozoet"
"854377","semiauto",,"fotoneon"
"854378","semiautobiographical",,"irunadacet"
"854379","semiautobiographically",,"futuniduin"
"854380","semiautobiography",,"fetenadeet"
"854381","semiautochthonous",,"fitinodian"
"854382","semiautomate",,"uranedecon"
"854383","semiautomated",,"futuniduo"
"854384","semiautomates",,"uranedecan"
"854385","semiautomatic",,"arenodocen"
"854386","semiautomatically",,"arenodocu"
"854387","semiautomatics",,"arenodocon"
"854388","semiautomating",,"futuniduun"
"854389","semiautomation",,"fatanudaen"
"854390","semiautomaton",,"fatanudaot"
"854391","semiautonomies",,"irunadaceta"
"854392","semiautonomous",,"arenodocan"
"854393","semiautonomously",,"fetenadeo"
"854394","semiautonomy",,"eronidicea"
"854395","semiauxiliary",,"fatanumuot"
"854396","semiaxis",,"futuneat"
"854397","semibacchanalian",,"futuruviun"
"854398","semibachelor",,"orinariten"
"854399","semibald",,"fataraa"
"854400","semibaldly",,"arenirun"
"854401","semibaldness",,"eronurapan"
"854402","semibaldnesss",,"eronurapun"
"854403","semibalked",,"fitirio"
"854404","semiball",,"futuruat"
"854405","semiballistic",,"irunerofo"
"854406","semiballoon",,"arenirufa"
"854407","semiband",,"futurui"
"854408","semibarbarian",,"fitiriweat"
"854409","semibarbarianism",,"feterewuot"
"854410","semibarbaric",,"uranoruvet"
"854411","semibarbarism",,"orinarovon"
"854412","semibarbarous",,"areniravaa"
"854413","semibaronial",,"eronurece"
"854414","semibarren",,"uranoraa"
"854415","semibase",,"fetereat"
"854416","semibasement",,"fatarabeat"
"854417","semibastion",,"feterebeet"
"854418","semibay",,"futuret"
"854419","semibeam",,"futurii"
"854420","semibearable",,"arenizube"
"854421","semibejan",,"fitiroa"
"854422","semibelted",,"eronuzoa"
"854423","semibenevolent",,"eronuzofu"
"854424","semibent",,"fotoreet"
"854425","semibifid",,"fotoruun"
"854426","semibiographic",,"orinasusu"
"854427","semibiographical",,"fotorujuu"
"854428","semibiographically",,"orinasusi"
"854429","semibiography",,"uranosesu"
"854430","semibiologic",,"uranosefe"
"854431","semibiological",,"futurejee"
"854432","semibiologically",,"uranosefon"
"854433","semibiotrophic",,"fotorujoan"
"854434","semibipedal",,"arenisifu"
"854435","semibisexual",,"feteriboet"
"854436","semibisexuality",,"orinasifun"
"854437","semibituminous",,"feteridoin"
"854438","semiblasphemous",,"arenizudat"
"854439","semiblasphemously",,"feteresaen"
"854440","semiblasphemousness",,"fotorosea"
"854441","semiblasphemousnesss",,"fotoroseen"
"854442","semibleached",,"irunezetat"
"854443","semiblind",,"eronuzet"
"854444","semiblunt",,"arenizuna"
"854445","semibody",,"uranohe"
"854446","semiboiled",,"fatarii"
"854447","semibold",,"feterue"
"854448","semibolds",,"feteruin"
"854449","semibolshevist",,"futuropiat"
"854450","semibolshevized",,"uranohidu"
"854451","semiboneless",,"fotorahiin"
"854452","semiboner",,"fatariet"
"854453","semibouffant",,"fitiregue"
"854454","semibounded",,"orinahajin"
"854455","semiboundedness",,"futurogion"
"854456","semibourgeois",,"uranohobe"
"854457","semibrachiation",,"fitirusoo"
"854458","semibrachiator",,"feterosaun"
"854459","semibreve",,"fitiruin"
"854460","semibreves",,"fitirua"
"854461","semibrevis",,"futurau"
"854462","semibrief",,"fotoriat"
"854463","semibulk",,"orinade"
"854464","semibull",,"fotorei"
"854465","semibulls",,"fotoreat"
"854466","semibullvalene",,"arenidufet"
"854467","semibuoyant",,"fotorejoe"
"854468","semibureaucratic",,"arenidafon"
"854469","semibureaucratically",,"arenidafot"
"854470","semiburrowing",,"uranodubu"
"854471","semibusy",,"fotoreeta"
"854472","semic",,"arenune"
"854473","semicabalistic",,"fetesetiat"
"854474","semicabalistical",,"arenuratat"
"854475","semicabalistically",,"fetesetien"
"854476","semicadence",,"eronarifo"
"854477","semicalcareous",,"eronaraze"
"854478","semicalcined",,"fetesepaen"
"854479","semicalibrated",,"fatasapuu"
"854480","semicallipygian",,"eronarafon"
"854481","semicalyciform",,"futusupuat"
"854482","semicanal",,"irunoron"
"854483","semicanalis",,"irunorute"
"854484","semicannibalic",,"eronarojot"
"854485","semicanonical",,"fitisihie"
"854486","semicantilever",,"futusuhuon"
"854487","semicapitalist",,"eronaruva"
"854488","semicapitalistic",,"eronaruvon"
"854489","semicapitalistically",,"eronaruvot"
"854490","semicaptive",,"fatasacaan"
"854491","semicaptivity",,"orineragi"
"854492","semicarbazide",,"irunorivun"
"854493","semicarbazides",,"irunorivu"
"854494","semicarbazone",,"irunorive"
"854495","semicarbazones",,"irunorivin"
"854496","semicarbonaceous",,"fitisiwein"
"854497","semicarbonate",,"eronarevat"
"854498","semicarbonise",,"fetesewui"
"854499","semicarbonises",,"fetesewuat"
"854500","semicarbonize",,"orinerovet"
"854501","semicarbonizes",,"orinerovi"
"854502","semicardinal",,"irunoripu"
"854503","semicaricatural",,"eronarevot"
"854504","semicartilaginous",,"arenuraga"
"854505","semicarved",,"futusuat"
"854506","semicastrate",,"fetesebeo"
"854507","semicastrated",,"arenuregin"
"854508","semicastrates",,"fetesebeet"
"854509","semicastrating",,"arenuregi"
"854510","semicastration",,"eronarogot"
"854511","semicasual",,"fatasaon"
"854512","semicatalyst",,"fotosoduu"
"854513","semicatalysts",,"fotosoduot"
"854514","semicatalytic",,"fotosoduota"
"854515","semicatatonic",,"fetesedii"
"854516","semicategory",,"arenurofot"
"854517","semicathartic",,"orineruton"
"854518","semicatholicism",,"fatasadii"
"854519","semicaudate",,"uraniropot"
"854520","semicelebrity",,"uranizifi"
"854521","semicelestial",,"fetesapoi"
"854522","semicell",,"eronaza"
"854523","semicellulose",,"fatasupoin"
"854524","semicelluloses",,"fatasupoa"
"854525","semicellulous",,"fatasupoot"
"854526","semicensored",,"fitisohoon"
"854527","semicensorship",,"eronazodo"
"854528","semicentenarian",,"fitisohiin"
"854529","semicentenaries",,"irunozugo"
"854530","semicentenary",,"eronazogat"
"854531","semicentennial",,"fatasuhaa"
"854532","semicentennials",,"fatasuhaen"
"854533","semicentral",,"eronazogi"
"854534","semicentralized",,"eronazogin"
"854535","semicentury",,"fitisohiet"
"854536","semicerebellectomy",,"fetesawoin"
"854537","semiceremonial",,"fetesawoun"
"854538","semicha",,"fotosen"
"854539","semichannel",,"uranirijon"
"854540","semichaotic",,"irunoroce"
"854541","semichaotically",,"irunorocon"
"854542","semicharacteristic",,"fotosisae"
"854543","semicharmed",,"futusasoin"
"854544","semichelate",,"fitisupaet"
"854545","semichemical",,"orinerahet"
"854546","semichemically",,"fitisupein"
"854547","semicheviot",,"fatasepoun"
"854548","semichevron",,"irunorele"
"854549","semichiffon",,"irunoruro"
"854550","semichild",,"futusau"
"854551","semichiral",,"fetesoen"
"854552","semichivalrous",,"arenurelan"
"854553","semichoral",,"fitisuon"
"854554","semichoric",,"irunorun"
"854555","semichorus",,"orinera"
"854556","semichoruses",,"eronaribun"
"854557","semichrome",,"arenuru"
"854558","semichronic",,"fetesoweon"
"854559","semicircadian",,"fatasowuu"
"854560","semicircle",,"irunosana"
"854561","semicircled",,"fitisawoet"
"854562","semicircles",,"irunosizun"
"854563","semicircling",,"fitisawou"
"854564","semicircular",,"fatasowue"
"854565","semicircularis",,"fatasowuo"
"854566","semicircularity",,"eronasezo"
"854567","semicircularly",,"arenusazon"
"854568","semicircularness",,"eronasezen"
"854569","semicircularnesss",,"eronasezon"
"854570","semicircumference",,"uranisuza"
"854571","semicircumferential",,"uranisuzat"
"854572","semicircumferentor",,"orinesozen"
"854573","semicircumvolution",,"fatasowuin"
"854574","semicirque",,"fatasoi"
"854575","semicirques",,"fatasowoat"
"854576","semicitizen",,"fitisadoi"
"854577","semicitizenship",,"fatasodui"
"854578","semicivilisation",,"orineseven"
"854579","semicivilisations",,"orinesevon"
"854580","semicivilised",,"fetesikaat"
"854581","semiciviliseds",,"fetesikae"
"854582","semicivilization",,"futusekia"
"854583","semicivilizations",,"futusekien"
"854584","semicivilized",,"orinesevi"
"854585","semicivilizeds",,"orinesevat"
"854586","semiclad",,"uranize"
"854587","semiclairvoyant",,"fetesesau"
"854588","semiclassic",,"fatasasuat"
"854589","semiclassical",,"uranizidat"
"854590","semiclassicality",,"fetesesaot"
"854591","semiclassically",,"fatasasuen"
"854592","semiclassics",,"fatasasue"
"854593","semiclassified",,"fatasasuo"
"854594","semiclause",,"fitisio"
"854595","semiclear",,"uranizin"
"854596","semicleric",,"irunozana"
"854597","semiclerical",,"fitisipean"
"854598","semiclerically",,"irunozebo"
"854599","semiclimber",,"fotosotau"
"854600","semiclimbing",,"fetesetuun"
"854601","semiclinical",,"fetesetaan"
"854602","semiclinically",,"eronazojo"
"854603","semiclonal",,"fitision"
"854604","semiclose",,"fatasaet"
"854605","semiclosed",,"uranizaa"
"854606","semicloseted",,"fitisijoon"
"854607","semiclosure",,"uranizedet"
"854608","semico",,"orinont"
"854609","semicoagulated",,"fetesusian"
"854610","semicoercive",,"uranihobet"
"854611","semicoherent",,"irunohifu"
"854612","semicoke",,"arenuhi"
"854613","semicollapsed",,"arenuhufo"
"854614","semicollapsible",,"fatasipoet"
"854615","semicollar",,"fetesuo"
"854616","semicollared",,"uranihifon"
"854617","semicollegial",,"futusopean"
"854618","semicollegiate",,"futusopeana"
"854619","semicolloid",,"fetesupion"
"854620","semicolloidal",,"arenuhufon"
"854621","semicolloids",,"fetesupian"
"854622","semicolloquial",,"fetesupiin"
"854623","semicolloquially",,"eronahafan"
"854624","semicolo",,"fitisea"
"854625","semicolon",,"arenuhe"
"854626","semicoloned",,"futusopuot"
"854627","semicolonial",,"fatasipaot"
"854628","semicolonialism",,"fitisepion"
"854629","semicolonialisms",,"fitisepian"
"854630","semicolonially",,"arenuhucat"
"854631","semicolonies",,"uranihicat"
"854632","semicolons",,"arenuhin"
"854633","semicolony",,"orineha"
"854634","semicolumn",,"arenuhina"
"854635","semicolumnar",,"fotosapia"
"854636","semicoma",,"eronahaa"
"854637","semicomas",,"eronahen"
"854638","semicomatose",,"fotosafuin"
"854639","semicombined",,"fotosafain"
"854640","semicombust",,"uranihuvet"
"854641","semicomfortable",,"fitisefua"
"854642","semicomic",,"arenuhun"
"854643","semicomical",,"fatasifuun"
"854644","semicomically",,"arenuhavet"
"854645","semicommercial",,"orinehohat"
"854646","semicommercially",,"fitisefeen"
"854647","semicommunication",,"fatasifie"
"854648","semicommunicative",,"fitisefeon"
"854649","semicompact",,"orinehoqa"
"854650","semicompacted",,"fetesufoet"
"854651","semicompetitive",,"orinehoqe"
"854652","semicomplete",,"fitisefuan"
"854653","semicompleted",,"orinehoqet"
"854654","semicompletion",,"irunohiqon"
"854655","semicomplex",,"fotosafiu"
"854656","semicompliant",,"irunohiqen"
"854657","semicomplicated",,"uranihuqu"
"854658","semicompreg",,"orinehoqen"
"854659","semicompressed",,"fatasifein"
"854660","semicompulsory",,"futusofaat"
"854661","semicomputable",,"uranihuqun"
"854662","semiconceal",,"irunohuzat"
"854663","semiconcealed",,"fotosaheu"
"854664","semiconcealing",,"fotosaheon"
"854665","semiconceals",,"irunohuze"
"854666","semiconcentric",,"eronahozin"
"854667","semiconcrete",,"fitisehoon"
"854668","semicond",,"uranihu"
"854669","semicondensed",,"uranihapon"
"854670","semiconditional",,"fitisehien"
"854671","semiconditioned",,"fotosahoi"
"854672","semiconductance",,"arenuhepen"
"854673","semiconducting",,"eronahopa"
"854674","semiconduction",,"orinehipat"
"854675","semiconductions",,"orinehipe"
"854676","semiconductive",,"arenuhepena"
"854677","semiconductivities",,"fatasihaun"
"854678","semiconductivity",,"fitisehio"
"854679","semiconductor",,"arenuhepo"
"854680","semiconductors",,"arenuhepet"
"854681","semicone",,"futusoan"
"854682","semiconfessional",,"uraniharet"
"854683","semiconfident",,"fotosahien"
"854684","semiconfined",,"orinehiron"
"854685","semiconfinement",,"fotosahiat"
"854686","semiconfinements",,"fotosahie"
"854687","semiconfluence",,"uranihare"
"854688","semiconfluency",,"orinehirat"
"854689","semiconfluent",,"fatasihea"
"854690","semiconformist",,"eronahoret"
"854691","semiconformists",,"eronahori"
"854692","semiconformity",,"irunohuri"
"854693","semiconformitys",,"irunohurat"
"854694","semiconic",,"fatasion"
"854695","semiconical",,"uranihavon"
"854696","semiconically",,"fatasihuot"
"854697","semiconjugacy",,"orinehizi"
"854698","semiconjugate",,"futusohuon"
"854699","semiconnate",,"fotosahee"
"854700","semiconnected",,"uranihajon"
"854701","semiconnection",,"arenuheji"
"854702","semiconoidal",,"fetesuhei"
"854703","semiconscious",,"fetesuhaat"
"854704","semiconsciously",,"eronahoden"
"854705","semiconsciousness",,"orinehida"
"854706","semiconsciousnesses",,"eronahodun"
"854707","semiconsciousnesss",,"orinehiden"
"854708","semiconsensual",,"fatasihua"
"854709","semiconservative",,"fetesuhau"
"854710","semiconservatively",,"eronahodi"
"854711","semiconserved",,"eronahodat"
"854712","semiconsolidated",,"futusohiun"
"854713","semiconsonant",,"orinehidan"
"854714","semiconsonantal",,"fotosahean"
"854715","semiconspicuous",,"eronahodena"
"854716","semiconstitutional",,"eronahodu"
"854717","semiconstrained",,"fotosaheona"
"854718","semiconstructed",,"fotosaheen"
"854719","semicontact",,"fatasihaan"
"854720","semicontiguous",,"arenuhegat"
"854721","semicontinent",,"fitisehiu"
"854722","semicontinental",,"orinehigu"
"854723","semicontinuity",,"orinehige"
"854724","semicontinuous",,"fotosahoia"
"854725","semicontinuously",,"orinehiga"
"854726","semicontinuum",,"fitisehiin"
"854727","semicontraction",,"fatasihaet"
"854728","semicontradiction",,"uranihaget"
"854729","semicontrolled",,"orinehigat"
"854730","semicontroversial",,"uranihageta"
"854731","semiconvection",,"eronaholot"
"854732","semiconvective",,"uranihalat"
"854733","semiconventional",,"irunohulat"
"854734","semiconventionalities",,"fotosahuan"
"854735","semiconventionality",,"fatasihoot"
"854736","semiconventionalitys",,"fatasihoo"
"854737","semiconventionally",,"futusoheen"
"854738","semiconvergence",,"uranihale"
"854739","semiconvergent",,"fatasihoa"
"854740","semiconversion",,"orinehilun"
"854741","semiconversions",,"orinehilu"
"854742","semiconvert",,"orinehila"
"854743","semiconvertible",,"arenuheli"
"854744","semiconvex",,"fatasiona"
"854745","semicope",,"fitisein"
"854746","semicopula",,"orinehota"
"854747","semicordate",,"fotosawoat"
"854748","semicordated",,"eronahepon"
"854749","semicordiform",,"uranihupu"
"854750","semicoriaceous",,"futusowion"
"854751","semicorneous",,"arenuhaja"
"854752","semicoronate",,"fotosawoin"
"854753","semicoronated",,"eronahecun"
"854754","semicoronet",,"fetesuween"
"854755","semicoroutine",,"fatasiwaot"
"854756","semicostal",,"eronahon"
"854757","semicostiferous",,"futusobue"
"854758","semicotton",,"fetesuoa"
"854759","semicottons",,"fetesudeet"
"854760","semicotyle",,"eronahet"
"854761","semicounterarch",,"fatasiguo"
"854762","semicountry",,"fetesugaen"
"854763","semicovariant",,"arenuhuten"
"854764","semicovered",,"futusokae"
"854765","semicovering",,"futusokaet"
"854766","semicovert",,"fatasione"
"854767","semicraspedodromous",,"fatasesuun"
"854768","semicreative",,"fitisupaon"
"854769","semicrepe",,"arenuqi"
"854770","semicrescent",,"fetesopao"
"854771","semicrescentic",,"fetesopai"
"854772","semicretin",,"fotosiun"
"854773","semicretinism",,"fatasepaa"
"854774","semicretins",,"fotosipou"
"854775","semicriminal",,"fetesotuat"
"854776","semicrisp",,"orineqin"
"854777","semicrista",,"eronaqon"
"854778","semicritical",,"fatasetau"
"854779","semicroma",,"fotosian"
"854780","semicrome",,"fataseet"
"854781","semicrouch",,"orineqot"
"854782","semicrustaceous",,"arenuqidet"
"854783","semicryptic",,"futusanaot"
"854784","semicrystal",,"fotosinee"
"854785","semicrystallic",,"arenuqodon"
"854786","semicrystallinc",,"fitisunoa"
"854787","semicrystalline",,"fotosinei"
"854788","semicrystallized",,"arenuqodan"
"854789","semicubical",,"uraniduven"
"854790","semicubit",,"uranidot"
"854791","semicultivated",,"fatasupain"
"854792","semicultured",,"arenudugin"
"854793","semicup",,"fetesat"
"854794","semicupe",,"fatasua"
"854795","semicupium",,"fitisoon"
"854796","semicupola",,"orinedot"
"854797","semicured",,"irunoden"
"854798","semicurious",,"fetesawaet"
"854799","semicurl",,"irunodet"
"854800","semicursive",,"orinedoda"
"854801","semicurvilinear",,"fatasuwoet"
"854802","semicuspidal",,"fatasubee"
"854803","semicustomized",,"futusibuon"
"854804","semicyclic",,"fetesuot"
"854805","semicycloid",,"orinemifa"
"854806","semicylinder",,"orinemeven"
"854807","semicylinders",,"orinemevon"
"854808","semicylindric",,"irunomova"
"854809","semicylindrical",,"fitisepoa"
"854810","semicynical",,"uranimavet"
"854811","semicynically",,"fatasihuin"
"854812","semicystic",,"fotosaat"
"854813","semidaily",,"eroneren"
"854814","semidangerous",,"fatatahoin"
"854815","semidangerously",,"arenaresan"
"854816","semidangerousness",,"eroneroson"
"854817","semidangerousnesss",,"eronerosan"
"854818","semidark",,"arenaria"
"854819","semidarkened",,"arenarapu"
"854820","semidarkness",,"fototowiin"
"854821","semidarknesses",,"fetetewoan"
"854822","semide",,"futuo"
"854823","semidead",,"uranuzata"
"854824","semideaf",,"eronezot"
"854825","semideafness",,"fititosui"
"854826","semidecade",,"irunizoa"
"854827","semidecadent",,"arenazetun"
"854828","semidecadently",,"fetetaviet"
"854829","semidecay",,"fototeen"
"854830","semidecayed",,"arenazeti"
"854831","semidecaying",,"arenazetot"
"854832","semidecays",,"fototeon"
"854833","semidecent",,"fatatuen"
"854834","semidecentralized",,"fatatuveo"
"854835","semidecidability",,"fatatuvuen"
"854836","semidecidable",,"orinoziva"
"854837","semideciduous",,"irunizuvu"
"854838","semidecision",,"irunizuvin"
"854839","semidecomposed",,"fetetavei"
"854840","semidecussation",,"fititovuin"
"854841","semideep",,"uranuzuna"
"854842","semidefensive",,"uranuzofan"
"854843","semidefensively",,"fatatuneo"
"854844","semidefensiveness",,"fetetanoot"
"854845","semidefensivenesss",,"fetetanoo"
"854846","semidefine",,"fototeun"
"854847","semidefined",,"eronezuvi"
"854848","semidefinite",,"eronezuve"
"854849","semidefinitely",,"fototeneon"
"854850","semidefiniteness",,"fititonoen"
"854851","semidefinitenesss",,"fititonoon"
"854852","semidegradable",,"fataturie"
"854853","semidehydrated",,"arenazarot"
"854854","semidei",,"fututon"
"854855","semideific",,"arenazu"
"854856","semideification",,"arenazerun"
"854857","semideifications",,"arenazeru"
"854858","semideified",,"fututitaot"
"854859","semideifies",,"uranuzaron"
"854860","semideify",,"orinozu"
"854861","semideifying",,"fetetatoat"
"854862","semideistic",,"irunizudun"
"854863","semideistical",,"fititotoun"
"854864","semideity",,"arenazan"
"854865","semidelicate",,"fototepee"
"854866","semidelight",,"irunizovin"
"854867","semidelirious",,"fututipii"
"854868","semidelirium",,"fatatupuin"
"854869","semideliriums",,"fatatupua"
"854870","semideltaic",,"fititopiet"
"854871","semidemented",,"eronezefon"
"854872","semidementia",,"fututifaa"
"854873","semidemiquaver",,"fetetafaan"
"854874","semidemisemiquaver",,"fititofoon"
"854875","semidemisemiquavers",,"fititofoan"
"854876","semidenatured",,"fatatuhoat"
"854877","semidenticulate",,"fititohiu"
"854878","semidentine",,"orinoziga"
"854879","semidependence",,"fototeciu"
"854880","semidependences",,"fototeciot"
"854881","semidependent",,"orinozafo"
"854882","semidependently",,"fititocue"
"854883","semideponent",,"fetetaceet"
"854884","semideponents",,"fetetacei"
"854885","semiderelict",,"eronezefan"
"854886","semidesert",,"fititoa"
"854887","semidesertic",,"fititobuon"
"854888","semideserts",,"fititobuen"
"854889","semidesperation",,"fatatubeo"
"854890","semidestruction",,"fototeboon"
"854891","semidestructions",,"fototeboan"
"854892","semidestructive",,"fatatubaot"
"854893","semidestructor",,"fatatubain"
"854894","semidetached",,"irunizatan"
"854895","semidetachment",,"fututideet"
"854896","semideterministic",,"fititoduon"
"854897","semideveloped",,"fototekiu"
"854898","semidey",,"feteti"
"854899","semidiagrammatic",,"fatatosoi"
"854900","semidialectal",,"orinosefet"
"854901","semidiameter",,"fototusau"
"854902","semidiameters",,"fototusaot"
"854903","semidiapason",,"fititasuat"
"854904","semidiapente",,"orinoseqo"
"854905","semidiaphaneity",,"fototusii"
"854906","semidiaphanous",,"orinosequn"
"854907","semidiaphanously",,"fititasuet"
"854908","semidiaphanousness",,"fututesao"
"854909","semidiaphanousnesss",,"fututesaet"
"854910","semidiatessaron",,"arenasugi"
"854911","semidictatorial",,"fototuvoi"
"854912","semidictatorially",,"orinosiga"
"854913","semidictatorialness",,"irunisugin"
"854914","semidictatorialnesss",,"irunisuga"
"854915","semidiesel",,"eroneseta"
"854916","semidifference",,"fititanuu"
"854917","semidigested",,"fititarui"
"854918","semidigitigrade",,"eronesavet"
"854919","semidigression",,"fatatoriet"
"854920","semidihedral",,"fututesaoa"
"854921","semidilapidated",,"uranusite"
"854922","semidilapidation",,"arenasutu"
"854923","semidilute",,"fetetia"
"854924","semidiluted",,"arenasuku"
"854925","semidine",,"eronesa"
"854926","semidiness",,"eronesone"
"854927","semidinesss",,"eronesofan"
"854928","semidiode",,"arenasane"
"854929","semidirect",,"fututee"
"854930","semidirected",,"orinosofot"
"854931","semidirectional",,"fititawua"
"854932","semidirectness",,"arenasafen"
"854933","semidisabled",,"irunisutun"
"854934","semidiscrete",,"fititaboon"
"854935","semidiscretisation",,"fututebio"
"854936","semidiscretization",,"arenasezot"
"854937","semidisintegration",,"orinosivi"
"854938","semidisk",,"fututeun"
"854939","semidistributive",,"eronesoget"
"854940","semiditone",,"fititaet"
"854941","semidiurnal",,"eronesubat"
"854942","semidiurnally",,"fototugaen"
"854943","semidivided",,"eronesavon"
"854944","semidivine",,"fatatoan"
"854945","semidivision",,"fititakou"
"854946","semidivisions",,"fititakoot"
"854947","semidivisive",,"fetetikai"
"854948","semidivisively",,"eronesava"
"854949","semidivisiveness",,"orinosevin"
"854950","semidivisivenesss",,"orinoseva"
"854951","semidocumentaries",,"arenahekun"
"854952","semidocumentary",,"irunihuko"
"854953","semidodecagon",,"fototaziot"
"854954","semidole",,"uranuhu"
"854955","semidome",,"fututoan"
"854956","semidomed",,"irunihete"
"854957","semidomes",,"fututoun"
"854958","semidomestic",,"irunihifu"
"854959","semidomestically",,"irunihifi"
"854960","semidomesticated",,"orinohofat"
"854961","semidomestication",,"irunihifun"
"854962","semidomestications",,"irunihifua"
"854963","semidomical",,"uranuhuvon"
"854964","semidominance",,"fatatifuin"
"854965","semidominant",,"arenahaven"
"854966","semidominantly",,"fetetufau"
"854967","semidormancy",,"fetetuwuet"
"854968","semidormant",,"irunihihe"
"854969","semidouble",,"fututoe"
"854970","semidrachm",,"fatatei"
"854971","semidramatic",,"fatatesiun"
"854972","semidramatical",,"uranuqihun"
"854973","semidramatically",,"fatatesiet"
"854974","semidreadnought",,"uranuqotin"
"854975","semidress",,"uranuqin"
"854976","semidressy",,"eroneqen"
"854977","semidried",,"fututaat"
"854978","semidrunk",,"fetetoot"
"854979","semidry",,"orinoia"
"854980","semidrying",,"fetetoen"
"854981","semidryings",,"fetetonaon"
"854982","semidualizing",,"irunidofen"
"854983","semiductile",,"fetetaveo"
"854984","semidulce",,"eroneda"
"854985","semidull",,"fetetau"
"854986","semidumb",,"orinodat"
"854987","semiduplex",,"arenadun"
"854988","semidurable",,"iruniditan"
"854989","semidurables",,"iruniditun"
"854990","semidurabless",,"iruniditu"
"854991","semiduration",,"uranudutan"
"854992","semidwarf",,"fetetoin"
"854993","semidwarfism",,"fututasoet"
"854994","semidwarfs",,"fetetoa"
"854995","semidwarves",,"fototisaat"
"854996","semie",,"uranano"
"854997","semiearly",,"eronoro"
"854998","semiedentulous",,"irunuveja"
"854999","semieducated",,"fotovagean"
"855000","semieffigy",,"arenema"
"855001","semiegg",,"eronoaa"
"855002","semiegret",,"urananot"
"855003","semielastic",,"irunuzodun"
"855004","semielastically",,"irunuzodet"
"855005","semielasticity",,"fatavasua"
"855006","semielevated",,"uranazolo"
"855007","semielision",,"orinizidon"
"855008","semiellipse",,"fotovopein"
"855009","semiellipsis",,"fitivipou"
"855010","semiellipsoidal",,"futuvupiu"
"855011","semielliptic",,"orinizevi"
"855012","semielliptical",,"fotovopei"
"855013","semiemotional",,"fitivujiin"
"855014","semiemotionally",,"irunupagan"
"855015","semiempirical",,"futuvacii"
"855016","semiempirically",,"uranapova"
"855017","semien",,"fotoa"
"855018","semienclosed",,"fetevivien"
"855019","semienclosure",,"fetevivii"
"855020","semienclosures",,"feteviviat"
"855021","semiendoparasitic",,"fotovuzoun"
"855022","semiengaged",,"irunufotun"
"855023","semientrepreneurial",,"orinifuben"
"855024","semienzymatic",,"futuveruen"
"855025","semiepic",,"fetevae"
"855026","semiepical",,"areneje"
"855027","semiepically",,"fetevataon"
"855028","semiepiphyte",,"irunujuqin"
"855029","semiepiphytes",,"irunujuqa"
"855030","semiepiphytic",,"uranajaqe"
"855031","semiequally",,"uranacotet"
"855032","semiequitant",,"fotovogeot"
"855033","semier",,"fatau"
"855034","semierect",,"irunuqen"
"855035","semierection",,"fitivupoan"
"855036","semierectly",,"futuvapiu"
"855037","semierectness",,"fatavepuun"
"855038","semierectnesss",,"fatavepuu"
"855039","semieremitical",,"fetevopuun"
"855040","semierotic",,"eronoqon"
"855041","semies",,"urananu"
"855042","semiessay",,"oriniwun"
"855043","semiessential",,"fatavobein"
"855044","semiest",,"futuvon"
"855045","semievergreen",,"uranagobi"
"855046","semiexclusive",,"fotovuvuot"
"855047","semiexclusively",,"orinilifat"
"855048","semiexclusiveness",,"irunulufi"
"855049","semiexclusivenesss",,"irunulufat"
"855050","semiexclusivity",,"uranalafin"
"855051","semiexecutive",,"fotovupeu"
"855052","semiexhibitionist",,"eronoleve"
"855053","semiexhibitionists",,"eronolevin"
"855054","semiexoskeleton",,"irunuladet"
"855055","semiexpanded",,"fatavocoi"
"855056","semiexpansible",,"fatavocoot"
"855057","semiexperimental",,"eronolufen"
"855058","semiexperimentally",,"fotovuciu"
"855059","semiexplanation",,"arenelifat"
"855060","semiexplicit",,"eronolufe"
"855061","semiexposed",,"futuvecuu"
"855062","semiexpositive",,"orinilacat"
"855063","semiexpository",,"uranalocu"
"855064","semiexposure",,"futuvecua"
"855065","semiexposures",,"futuvecuen"
"855066","semiexpressionistic",,"fotovucao"
"855067","semiextended",,"fetevidoot"
"855068","semiexternal",,"fitivadui"
"855069","semiexternalized",,"fitivaduin"
"855070","semiexternally",,"irunulafa"
"855071","semiextinct",,"irunulavun"
"855072","semiextinction",,"fitivadoot"
"855073","semifable",,"fetelein"
"855074","semifabulous",,"fotolotia"
"855075","semifacetious",,"orinirifi"
"855076","semifactorial",,"uranarage"
"855077","semifactual",,"feteleveen"
"855078","semifactually",,"eronorogu"
"855079","semifaience",,"irunurufun"
"855080","semifailure",,"fatalatoe"
"855081","semifake",,"feteleu"
"855082","semifame",,"fatalaen"
"855083","semifamiliar",,"fetelefaun"
"855084","semifamine",,"oriniro"
"855085","semifamous",,"fotolou"
"855086","semifarcical",,"fitiliwoat"
"855087","semifascia",,"futuluin"
"855088","semifasciate",,"orinirizen"
"855089","semifasciated",,"fotolobeot"
"855090","semifascism",,"fetelebaon"
"855091","semifascist",,"orinirizena"
"855092","semifashion",,"fitilibee"
"855093","semifast",,"orinire"
"855094","semifatalistic",,"eronorito"
"855095","semifeminist",,"fetelafaun"
