"Marsji Language — Canonical Lexical Lock",,,
"Version: 1.0",,,
"Locked: 16 May 2026 — 20:26 UTC",,,
"Total Entries: 1087070",,,
"Author: Gino Rouzee",,,
,,,
"ID","EN",,"MJ"
"79765","balmat",,"ikuvot"
"79766","balmats",,"ikuveo"
"79767","balmattum",,"kosanuon"
"79768","balmawhapple",,"kesunesoen"
"79769","balmawhapples",,"kesunesoon"
"79770","balme",,"kusov"
"79771","balmed",,"ekovun"
"79772","balmedie",,"akevovon"
"79773","balmer",,"okivon"
"79774","balmes",,"kusoa"
"79775","balmier",,"okivoat"
"79776","balmiest",,"ekovezo"
"79777","balmified",,"kasiriet"
"79778","balmifies",,"ikuvimun"
"79779","balmify",,"ekoveo"
"79780","balmifying",,"kosarain"
"79781","balmikism",,"kosaraun"
"79782","balmilier",,"kiseroo"
"79783","balmiliest",,"kosareun"
"79784","balmily",,"ikuviet"
"79785","balminess",,"ukavufo"
"79786","balminesses",,"ikuvifode"
"79787","balming",,"ekoveen"
"79788","balmless",,"akevizan"
"79789","balmlike",,"ukavosa"
"79790","balmonies",,"ekovofon"
"79791","balmont",,"kusofon"
"79792","balmonts",,"kusofaan"
"79793","balmony",,"ukavau"
"79794","balmoral",,"kosafoet"
"79795","balmoralities",,"ikuvuqifen"
"79796","balmorality",,"ekovoqefun"
"79797","balmorals",,"kosafoi"
"79798","balmore",,"ukavae"
"79799","balmorhea",,"kisefiot"
"79800","balmorheas",,"kisefio"
"79801","balms",,"kasiq"
"79802","balmunc",,"ukavee"
"79803","balmuncs",,"ukavefin"
"79804","balmung",,"akevoan"
"79805","balmuth",,"kusobon"
"79806","balmvill",,"ikuvesan"
"79807","balmy",,"kosal"
"79808","balmyard",,"kiseloun"
"79809","balnakeil",,"kosenai"
"79810","balnarring",,"kasunaan"
"79811","balne",,"ekozi"
"79812","balnea",,"okizet"
"79813","balneability",,"kasuvutiat"
"79814","balneable",,"akezori"
"79815","balneae",,"ekozie"
"79816","balneal",,"kisovat"
"79817","balnearies",,"kusiviat"
"79818","balnearii",,"kasuvuen"
"79819","balnearil",,"ekoziret"
"79820","balnearius",,"kusiviun"
"79821","balneary",,"kosevea"
"79822","balneation",,"ekoziri"
"79823","balneations",,"ekoziruvat"
"79824","balneator",,"ukazerot"
"79825","balneatory",,"ekozireta"
"79826","balneatricis",,"okizurabet"
"79827","balneatrix",,"kosevei"
"79828","balneo",,"ikuzota"
"79829","balneographer",,"okizuhoban"
"79830","balneography",,"kosevuruin"
"79831","balneologic",,"kosevupeu"
"79832","balneological",,"ukazehucu"
"79833","balneologies",,"kesavipaon"
"79834","balneologist",,"ukazehuce"
"79835","balneologists",,"ukazehucin"
"79836","balneology",,"kusiveu"
"79837","balneophile",,"kasuvocoat"
"79838","balneophilist",,"ikuzahoton"
"79839","balneophototherapy",,"kasuvocoata"
"79840","balneophysiology",,"kasuvocoan"
"79841","balneotechnics",,"kosevudoa"
"79842","balneotherapeutic",,"kasuvodoen"
"79843","balneotherapeutics",,"kasuvodoon"
"79844","balneotherapia",,"ekozihutot"
"79845","balneotherapies",,"ukazehotin"
"79846","balneotherapist",,"kosevuduet"
"79847","balneotherapy",,"okizuhaton"
"79848","balneum",,"ikuzao"
"79849","balnibarbi",,"koseroan"
"79850","balnibarbis",,"koserosuun"
"79851","balnicity",,"kesarou"
"79852","balny",,"ukaza"
"79853","balo",,"kusu"
"79854","balocawe",,"kososeot"
"79855","baloch",,"okipi"
"79856","balochi",,"okipoun"
"79857","balochies",,"ekoperet"
"79858","balochis",,"okiporu"
"79859","balochistan",,"akeparoda"
"79860","balochs",,"okipoat"
"79861","baloci",,"kusuo"
"79862","balococ",,"keseson"
"79863","balod",,"ekopo"
"79864","baloda",,"okipet"
"79865","balofloxacin",,"kosolejaot"
"79866","balog",,"kasam"
"79867","baloghia",,"ukaporo"
"79868","baloghias",,"ukaporet"
"79869","balogo",,"kosoa"
"79870","balogun",,"ukapoin"
"79871","baloi",,"kusur"
"79872","balok",,"kisit"
"79873","balolo",,"okipan"
"79874","balolos",,"okipaun"
"79875","baloma",,"kisian"
"79876","balometer",,"kasazia"
"79877","balon",,"ukapu"
"79878","balonea",,"ukapuun"
"79879","baloney",,"akepaet"
"79880","baloneys",,"akepazi"
"79881","balong",,"akepon"
"79882","balonie",,"ikupien"
"79883","balonium",,"ekopeset"
"79884","balonne",,"kisipun"
"79885","balons",,"ukapun"
"79886","baloo",,"kesef"
"79887","balook",,"kasau"
"79888","baloos",,"keseon"
"79889","balop",,"ikupaa"
"79890","balopticon",,"okipubo"
"79891","balopticons",,"okipubuzet"
"79892","balor",,"okipe"
"79893","balorinay",,"kasaceen"
"79894","balornock",,"kisicua"
"79895","balors",,"okipia"
"79896","baloskion",,"akepavin"
"79897","baloskionaceae",,"akepavocet"
"79898","baloskionaceaes",,"akepavoci"
"79899","baloskions",,"akepava"
"79900","balot",,"ekopoa"
"79901","balotade",,"kisiwoat"
"79902","balote",,"akepo"
"79903","balotra",,"kasawu"
"79904","balough",,"okipue"
"79905","balourdise",,"kosoboi"
"79906","balow",,"kosog"
"79907","baloxavir",,"ukapura"
"79908","baloyboan",,"kosoloet"
"79909","balpa",,"okifa"
"79910","balquhidder",,"kesibetaot"
"79911","balr",,"akej"
"79912","balraj",,"kiseana"
"79913","balram",,"ukajat"
"79914","balrampur",,"akejipun"
"79915","balranald",,"kasinea"
"79916","balrog",,"ikujoe"
"79917","bals",,"kosee"
"79918","balsa",,"kison"
"79919","balsacone",,"ukacotin"
"79920","balsalazide",,"akecizase"
"79921","balsall",,"kasunina"
"79922","balsam",,"kesaete"
"79923","balsamaceous",,"kosenosaat"
"79924","balsamam",,"kasunaot"
"79925","balsamarium",,"okicapoben"
"79926","balsamation",,"kesanesao"
"79927","balsamea",,"kesanei"
"79928","balsameaceae",,"kasunapeo"
"79929","balsameaceaes",,"kasunapeet"
"79930","balsameaceous",,"kesanepoa"
"79931","balsameas",,"kesaneat"
"79932","balsamed",,"okicapan"
"79933","balsamer",,"ikucepen"
"79934","balsamic",,"kesaneata"
"79935","balsamical",,"ikucepat"
"79936","balsamically",,"kesanetuen"
"79937","balsamico",,"kisoniot"
"79938","balsamier",,"ikucepi"
"79939","balsamiest",,"okicapot"
"79940","balsamifera",,"kisonitiet"
"79941","balsamiferous",,"kisonitiun"
"79942","balsamina",,"okicapin"
"79943","balsaminaceae",,"ekocupijat"
"79944","balsaminaceaes",,"ekocupije"
"79945","balsaminaceous",,"okicapujan"
"79946","balsaminas",,"okicapa"
"79947","balsamine",,"akecipun"
"79948","balsaming",,"okicapaa"
"79949","balsamiq",,"kosenoet"
"79950","balsamise",,"kasunao"
"79951","balsamises",,"kasunaet"
"79952","balsamita",,"ukacopa"
"79953","balsamitic",,"ikucepun"
"79954","balsamiticness",,"kosenoteo"
"79955","balsamize",,"ukacopot"
"79956","balsamizes",,"ukacopo"
"79957","balsamo",,"kisonun"
"79958","balsamodendron",,"ekocupupin"
"79959","balsamodendrons",,"ekocupupa"
"79960","balsamorhiza",,"ukacopobat"
"79961","balsamorhizae",,"ikucepeba"
"79962","balsamorhizas",,"ukacopobe"
"79963","balsamorrhiza",,"kosenojua"
"79964","balsamorrhizas",,"kosenojuen"
"79965","balsamous",,"kosenoon"
"79966","balsamroot",,"kasunaon"
"79967","balsamroots",,"kasunawuan"
"79968","balsams",,"kesani"
"79969","balsamum",,"kisoniu"
"79970","balsamweed",,"ukacopin"
"79971","balsamy",,"kisonat"
"79972","balsara",,"okicai"
"79973","balsas",,"kisoi"
"79974","balsawood",,"okicake"
"79975","balsawoods",,"okicakin"
"79976","balser",,"ukacan"
"79977","balsero",,"ekociin"
"79978","balsham",,"ukaciu"
"79979","balshem",,"okiceat"
"79980","balshems",,"okiceze"
"79981","balsigan",,"ukacuna"
"79982","balsillie",,"kisoroo"
"79983","balsley",,"ukacoun"
"79984","balsom",,"koseot"
"79985","balsome",,"kesafi"
"79986","balsora",,"ikucuo"
"79987","balster",,"kesawon"
"79988","balsum",,"kusioa"
"79989","balt",,"ukaq"
"79990","balta",,"akeqi"
"79991","baltaic",,"akeqiet"
"79992","baltas",,"akeqo"
"79993","baltasar",,"kusunaet"
"79994","baltassar",,"kusunai"
"79995","baltassars",,"kusunaat"
"79996","baltazar",,"ikuqeno"
"79997","baltei",,"ikuqot"
"79998","balter",,"keseena"
"79999","baltered",,"okiquqi"
"80000","baltering",,"okiquqot"
"80001","balters",,"kesevon"
"80002","baltetei",,"kusuveet"
"80003","balteus",,"okiqui"
"80004","balteuss",,"okiqudat"
"80005","balthasa",,"kusunion"
"80006","balthasar",,"okiqeru"
"80007","balthasars",,"okiqerot"
"80008","balthaza",,"ikuqoren"
"80009","balthazar",,"kesenaun"
"80010","balthazars",,"kesenau"
"80011","balthazor",,"kosoneon"
"80012","baltheus",,"kasaniot"
"80013","balthrop",,"kesenee"
"80014","balthus",,"kesenan"
"80015","balthuss",,"kesenuun"
"80016","balti",,"ukaqu"
"80017","baltic",,"ukaqat"
"80018","baltica",,"akeqaet"
"80019","baltican",,"kasareot"
"80020","balticcer",,"keseroat"
"80021","balticcest",,"kasareoa"
"80022","balticer",,"keseroan"
"80023","balticest",,"kasarea"
"80024","balticism",,"okiqotot"
"80025","balticist",,"keserou"
"80026","baltics",,"ukaque"
"80027","balticum",,"ekoqeto"
"80028","baltid",,"keseeta"
"80029","baltierra",,"akeqazat"
"80030","baltimor",,"kosoroon"
"80031","baltimore",,"kesereu"
"80032","baltimorean",,"okiqopaben"
"80033","baltimoreans",,"okiqopabon"
"80034","baltimores",,"kesereot"
"80035","baltimorgue",,"keserejien"
"80036","baltimorite",,"ikuqipebin"
"80037","baltimoron",,"ukaqupi"
"80038","baltique",,"ikuqicet"
"80039","baltis",,"ukaqun"
"80040","baltistan",,"okiqowin"
"80041","baltistani",,"okiqowo"
"80042","baltiysk",,"akeqamat"
"80043","balto",,"ekoqoa"
"80044","baltoceratid",,"kisifupaen"
"80045","baltodano",,"ekoqoven"
"80046","baltoji",,"kisifu"
"80047","baltonsborough",,"ukaqafeva"
"80048","baltoscandia",,"akeqewotot"
"80049","baltoscandian",,"kasafeveun"
"80050","baltoslav",,"ukaqawa"
"80051","baltoslavic",,"ukaqawuton"
"80052","baltoslavics",,"ukaqawutan"
"80053","baltoslavonic",,"kesefopoi"
"80054","baltoslavonics",,"kesefopoat"
"80055","baltoslavs",,"ukaqawen"
"80056","baltra",,"kisii"
"80057","balts",,"ukaqua"
"80058","balty",,"ekoqoe"
"80059","baltyk",,"akeqen"
"80060","baltz",,"kisim"
"80061","baltzell",,"kusumoon"
"80062","baltzer",,"akeqoen"
"80063","balu",,"kesoo"
"80064","baluap",,"ekowe"
"80065","baluba",,"akewa"
"80066","balubas",,"akewuen"
"80067","baluch",,"ukawat"
"80068","baluches",,"ikuwiren"
"80069","baluchestan",,"ekoweradi"
"80070","baluchi",,"ukawuu"
"80071","baluchimyine",,"kisusitaan"
"80072","baluchis",,"ukawurot"
"80073","baluchistan",,"okiworuden"
"80074","baluchistans",,"okiworudon"
"80075","baluchit",,"kesoseun"
"80076","baluchithere",,"kasesatuat"
"80077","baluchitheria",,"kosisotea"
"80078","baluchitherium",,"kisusitoin"
"80079","baluchitheriums",,"kisusitoa"
"80080","baluci",,"kesoet"
"80081","balud",,"ikuwu"
"80082","baluga",,"kisuan"
"80083","balugan",,"ikuween"
"80084","balugas",,"kisumun"
"80085","balugo",,"kusaen"
"80086","balukoo",,"kusaton"
"80087","baluku",,"kusao"
"80088","balum",,"kusaz"
"80089","balumain",,"akewurat"
"80090","balun",,"ekowea"
"80091","balunda",,"kusapo"
"80092","balundas",,"kusapeet"
"80093","balungao",,"akewanat"
"80094","baluno",,"ikuwa"
"80095","baluns",,"ekowu"
"80096","balus",,"kesoqe"
"80097","balushahi",,"kisuqio"
"80098","balushai",,"akewarat"
"80099","baluster",,"kaseqoin"
"80100","balustered",,"ekowebo"
"80101","balusterlike",,"ukawubiban"
"80102","balusters",,"kaseqoaa"
"80103","balustra",,"kosiquo"
"80104","balustrade",,"ikuwibon"
"80105","balustraded",,"kaseqoweo"
"80106","balustrades",,"ikuwibutan"
"80107","balustrading",,"kaseqoweun"
"80108","balustre",,"kaseqoina"
"80109","balustriform",,"kisuqaweun"
"80110","balut",,"ikuwua"
"80111","baluts",,"ikuwot"
"80112","baluyot",,"okiwian"
"80113","balvi",,"ikubi"
"80114","balvin",,"kisaat"
"80115","balvinde",,"ukabufu"
"80116","balwadi",,"ikudea"
"80117","balwani",,"ekoduot"
"80118","balwarra",,"kiseniun"
"80119","balwinde",,"kesuroan"
"80120","balwyn",,"okidon"
"80121","balyakinite",,"kasanitian"
"80122","balykchy",,"ikukatet"
"80123","balywick",,"kesegoat"
"80124","balza",,"okila"
"80125","balzac",,"okilen"
"80126","balzacian",,"kisunuu"
"80127","balzacs",,"okilaon"
"80128","balzano",,"kusanen"
"80129","balzarine",,"ukaloqot"
"80130","balzarines",,"ukaloqo"
"80131","balzer",,"kisuona"
"80132","bam",,"uke"
"80133","bama",,"akom"
"80134","bamaca",,"ekimat"
"80135","bamaf",,"kutel"
"80136","bamah",,"kitan"
"80137","bamakati",,"kotuteen"
"80138","bamaki",,"ukemun"
"80139","bamako",,"ekimu"
"80140","bamakoes",,"akomohia"
"80141","bamakos",,"ekimiot"
"80142","bamalip",,"akomii"
"80143","bamalips",,"akomisat"
"80144","bamaluzole",,"ketivuu"
"80145","bamangwato",,"ukemunen"
"80146","bamangwatos",,"ukemunaton"
"80147","bamar",,"kitac"
"80148","bamate",,"ketio"
"80149","bamawm",,"ekime"
"80150","bamba",,"kiten"
"80151","bambacciata",,"okunatuvu"
"80152","bambaiyya",,"kitenue"
"80153","bambakion",,"ukenovo"
"80154","bambalouni",,"katinuon"
"80155","bambam",,"ketuen"
"80156","bamban",,"ikanina"
"80157","bambang",,"ukenoe"
"80158","bambangan",,"katineo"
"80159","bambara",,"okunaon"
"80160","bambaras",,"okunaqan"
"80161","bambari",,"ekinuin"
"80162","bamber",,"ukeni"
"80163","bamberg",,"akonoet"
"80164","bamberga",,"ekiniqot"
"80165","bamberge",,"ukeneqe"
"80166","bamberger",,"kotavoen"
"80167","bambermycin",,"kutovufie"
"80168","bambhore",,"kutoneon"
"80169","bambi",,"kotar"
"80170","bambie",,"ketuena"
"80171","bambiesque",,"katirio"
"80172","bambillo",,"keturae"
"80173","bambini",,"okunoun"
"80174","bambino",,"ukenuu"
"80175","bambinos",,"ukenufot"
"80176","bambis",,"kotain"
"80177","bambocciade",,"ekinotiven"
"80178","bambocciades",,"ekinotivon"
"80179","bambocciante",,"ketufovuot"
"80180","bambocciata",,"ikanutavan"
"80181","bambocciate",,"ekinotivet"
"80182","bambochade",,"kutofai"
"80183","bamboche",,"ekinotot"
"80184","bambollaite",,"ikanuzite"
"80185","bamboo",,"ketuet"
"80186","bambooed",,"okunihan"
"80187","bambooer",,"ikanuhen"
"80188","bambooest",,"okunihe"
"80189","bambooey",,"kotafua"
"80190","bambooing",,"okuniha"
"80191","bambooish",,"ukenahen"
"80192","bamboolike",,"akonehin"
"80193","bamboos",,"ketufi"
"80194","bambooshark",,"kotafubue"
"80195","bambooware",,"okunihu"
"80196","bamboowork",,"ikanuhun"
"80197","bamboowren",,"ketufiu"
"80198","bambooze",,"ukenahe"
"80199","bamboozed",,"ketufian"
"80200","bamboozes",,"ukenahin"
"80201","bamboozing",,"ketufia"
"80202","bamboozlable",,"katiforei"
"80203","bamboozle",,"katifoa"
"80204","bamboozleable",,"kutoferain"
"80205","bamboozled",,"okunihua"
"80206","bamboozlement",,"kutoferaa"
"80207","bamboozlements",,"kutoferaen"
"80208","bamboozler",,"ikanuhan"
"80209","bamboozlers",,"ikanuhofun"
"80210","bamboozlery",,"akonehufu"
"80211","bamboozles",,"katifoen"
"80212","bamboozling",,"okunihefon"
"80213","bamboozlingly",,"katiforeot"
"80214","bambos",,"kutoa"
"80215","bambosh",,"okuniat"
"80216","bamboshed",,"kitefuu"
"80217","bamboshes",,"ekinowen"
"80218","bamboshing",,"kitefuon"
"80219","bamboss",,"kutofen"
"80220","bambou",,"kitei"
"80221","bamboula",,"akonedi"
"80222","bambra",,"ekinuna"
"80223","bambs",,"kotaq"
"80224","bambu",,"ketub"
"80225","bambuba",,"akonoo"
"80226","bambubas",,"akonoset"
"80227","bambuca",,"kotabu"
"80228","bambuco",,"kiteban"
"80229","bambuk",,"katiun"
"80230","bamburg",,"akonoon"
"80231","bamburgh",,"kitebiin"
"80232","bambusa",,"kotabin"
"80233","bambusae",,"ketuboon"
"80234","bambusas",,"kotabia"
"80235","bambuseae",,"katibeu"
"80236","bambuseaes",,"katibeot"
"80237","bambusicolous",,"akonowozet"
"80238","bambusoid",,"akonowat"
"80239","bambusoides",,"ukenewoven"
"80240","bambute",,"okunuon"
"80241","bambuterol",,"ikanaban"
"80242","bambutes",,"okunuban"
"80243","bambuti",,"ikanao"
"80244","bamby",,"kutol"
"80245","bamco",,"ekiro"
"80246","bame",,"ikat"
"80247","bameh",,"keton"
"80248","bamenda",,"ekitee"
"80249","bamessing",,"kutaqaun"
"80250","bamethan",,"kutawuon"
"80251","bamf",,"kitu"
"80252","bamfoozle",,"ketofiu"
"80253","bamfoozled",,"ikakuhat"
"80254","bamfoozles",,"ketofiot"
"80255","bamfoozling",,"ikakuhofo"
"80256","bamford",,"katefin"
"80257","bamfordite",,"ekikoqi"
"80258","bamforth",,"ikakuqan"
"80259","bamfurlong",,"ukekeqan"
"80260","bamhi",,"kotara"
"80261","bami",,"ukene"
"80262","bamia",,"akonia"
"80263","bamian",,"katue"
"80264","bamians",,"katunin"
"80265","bamieh",,"ketaon"
"80266","bamifylline",,"ekinimefu"
"80267","bamileke",,"kotevaen"
"80268","bamilekes",,"kotevaon"
"80269","bamipine",,"okunusu"
"80270","bamischijf",,"kitoqui"
"80271","bamiyan",,"kotela"
"80272","bamiyeh",,"kitolun"
"80273","baml",,"kato"
"80274","bamlanivimab",,"uketofelat"
"80275","bamler",,"okuton"
"80276","bamma",,"ikave"
"80277","bammed",,"kiteon"
"80278","bammer",,"kutoaa"
"80279","bammers",,"kutoven"
"80280","bammie",,"ekivu"
"80281","bamming",,"kiterin"
"80282","bammo",,"ukeva"
"80283","bammoo",,"ekivin"
"80284","bammy",,"ukevaa"
"80285","bamn",,"kuti"
"80286","bamnidazole",,"ikazivisun"
"80287","bamo",,"ekip"
"80288","bamonti",,"ikapiet"
"80289","bamoth",,"ekipin"
"80290","bamothba",,"katawaot"
"80291","bamp",,"kitua"
"80292","bampot",,"okufi"
"80293","bampots",,"okufiat"
"80294","bampton",,"kotiwo"
"80295","bampy",,"katel"
"80296","bams",,"ukeca"
"80297","bamsee",,"okucen"
"80298","bamsey",,"akoca"
"80299","bamum",,"ekiwae"
"80300","bamused",,"kutaqa"
"80301","bamuseds",,"kutaqoen"
"80302","bamyan",,"kotou"
"80303","ban",,"kev"
"80304","bana",,"kovu"
"80305","banaadir",,"kivanaun"
"80306","banaag",,"kuvea"
"80307","banaao",,"kavoat"
"80308","banaba",,"ekumata"
"80309","banabahin",,"ukomira"
"80310","banaban",,"keviret"
"80311","banach",,"akimo"
"80312","banachian",,"kevisee"
"80313","banachie",,"ukomuru"
"80314","banachs",,"akimaet"
"80315","banadero",,"kivateat"
"80316","banaghan",,"kovumoet"
"80317","banagher",,"kivamiu"
"80318","banago",,"kavoe"
"80319","banagos",,"kavomin"
"80320","banahao",,"ikemooa"
"80321","banahaw",,"ukomiuna"
"80322","banak",,"kevit"
"80323","banakite",,"okamusun"
"80324","banaks",,"keviet"
"80325","banal",,"ikemea"
"80326","banale",,"okamet"
"80327","banaler",,"kavove"
"80328","banales",,"okamai"
"80329","banalest",,"kuvevoet"
"80330","banalisation",,"ikemesata"
"80331","banalisations",,"ikemesaten"
"80332","banalise",,"okamasun"
"80333","banalised",,"kuvevai"
"80334","banalises",,"okamasu"
"80335","banalising",,"kuvevaot"
"80336","banalities",,"kuvevae"
"80337","banality",,"kovuvien"
"80338","banalization",,"kovuviriin"
"80339","banalizations",,"kovuviria"
"80340","banalize",,"kevivoan"
"80341","banalized",,"ikemeset"
"80342","banalizes",,"kevivoun"
"80343","banalizing",,"ikemesu"
"80344","banallier",,"ekumuzet"
"80345","banalliest",,"akimizu"
"80346","banally",,"kevivi"
"80347","banalness",,"kovuviet"
"80348","banalsite",,"kuvevaan"
"80349","banalysis",,"akimimun"
"80350","banamine",,"ukomisin"
"80351","banan",,"okamoa"
"80352","banana",,"ikemina"
"80353","bananabird",,"kevipae"
"80354","bananacue",,"ekumerot"
"80355","bananadine",,"ukomura"
"80356","bananaey",,"ukomurun"
"80357","bananagate",,"kevipaea"
"80358","bananageddon",,"kuvepiruu"
"80359","bananahood",,"okamorot"
"80360","bananal",,"kuvepen"
"80361","bananaland",,"kovupeon"
"80362","bananalander",,"ukomurutet"
"80363","bananalanders",,"ukomuruti"
"80364","bananalands",,"kovupepian"
"80365","bananaless",,"kivapoot"
"80366","bananalike",,"kovupean"
"80367","bananapants",,"kavopuceon"
"80368","bananaphile",,"kavopucoan"
"80369","bananaphobia",,"kevipacien"
"80370","bananaquit",,"kavopuet"
"80371","bananaquits",,"kavopuqai"
"80372","bananarita",,"ukomuro"
"80373","bananary",,"kivapoun"
"80374","bananas",,"ikemiaa"
"80375","bananatini",,"akimarin"
"80376","banande",,"kivapi"
"80377","banandes",,"kivapaat"
"80378","banane",,"ekumune"
"80379","bananenkartoffel",,"ekumezipi"
"80380","bananery",,"kevipui"
"80381","bananes",,"ekumeu"
"80382","bananist",,"kuvepai"
"80383","bananivorous",,"ukomusucat"
"80384","bananner",,"ukomufu"
"80385","bananoid",,"kevipiat"
"80386","banao",,"kuvef"
"80387","banaoang",,"ekumoro"
"80388","banaras",,"ekumau"
"80389","banares",,"ukomiat"
"80390","banas",,"kovuq"
"80391","banasiak",,"kovuqien"
"80392","banaskantha",,"ikemivije"
"80393","banasura",,"akimadon"
"80394","banaszak",,"ekumenot"
"80395","banat",,"ukomao"
"80396","banate",,"ikemu"
"80397","banates",,"ikemuot"
"80398","banatite",,"kavowein"
"80399","banats",,"ukomani"
"80400","banausian",,"okamuwu"
"80401","banausic",,"keviboan"
"80402","banavie",,"okamaia"
"80403","banawang",,"okamerun"
"80404","banay",,"kuvel"
"80405","banaybanay",,"kevileat"
"80406","banayon",,"ekumoin"
"80407","banayoyo",,"kavoloin"
"80408","banba",,"akini"
"80409","banban",,"kaviat"
"80410","banbanon",,"okanafun"
"80411","banbar",,"kiveon"
"80412","banbas",,"akina"
"80413","banbha",,"kivei"
"80414","banbhore",,"ekunaha"
"80415","banbridge",,"ukonisot"
"80416","banburismus",,"kivebiteet"
"80417","banburist",,"ikenaqi"
"80418","banbury",,"kiveban"
"80419","banc",,"keva"
"80420","banca",,"koven"
"80421","bancal",,"ikerina"
"80422","bancales",,"okarazan"
"80423","bancao",,"kuviot"
"80424","bancasi",,"kovenot"
"80425","bancassurance",,"kuvinabuu"
"80426","bancassurances",,"kuvinabuot"
"80427","bancassurer",,"kevanobeu"
"80428","bancassurers",,"kevanobeot"
"80429","bance",,"kavuv"
"80430","banch",,"ukori"
"80431","bancha",,"akiro"
"80432","banchan",,"kavunu"
"80433","banches",,"ikeroa"
"80434","banchi",,"ukorun"
"80435","banchik",,"ikeroet"
"80436","banchmar",,"kevaneat"
"80437","banchoot",,"kavunoa"
"80438","banchory",,"kevaniat"
"80439","banchs",,"ukorat"
"80440","banciao",,"kuviren"
"80441","bancilho",,"kovereon"
"80442","banck",,"kavut"
"80443","bancke",,"kuviota"
"80444","banckert",,"kuvitoet"
"80445","bancketting",,"ukorezogi"
"80446","banco",,"kivof"
"80447","bancock",,"kovefot"
"80448","bancomania",,"ikerupat"
"80449","bancontact",,"ikerufi"
"80450","bancor",,"ekureo"
"80451","bancorporation",,"akirequcan"
"80452","bancos",,"kivoi"
"80453","bancroft",,"okarehe"
"80454","bancroftian",,"kivocanoon"
"80455","bancroftiasis",,"ikerohogen"
"80456","bancrofts",,"okarehin"
"80457","bancs",,"kevaq"
"80458","bancuro",,"akiroet"
"80459","bancus",,"kavuat"
"80460","band",,"ikes"
"80461","banda",,"ukoso"
"80462","bandable",,"okasasi"
"80463","bandage",,"ukosoate"
"80464","bandageable",,"ikesenoti"
"80465","bandaged",,"kevenaon"
"80466","bandagelike",,"kivinopuen"
"80467","bandager",,"kovonea"
"80468","bandagers",,"kovoneen"
"80469","bandages",,"ukosone"
"80470","bandagin",,"kavanua"
"80471","bandaging",,"kevenain"
"80472","bandagist",,"kovoneon"
"80473","bandai",,"ukosane"
"80474","bandaid",,"kevenet"
"80475","bandaidhihdhoo",,"kevenoziun"
"80476","bandaids",,"kevenoi"
"80477","bandaite",,"kavaneu"
"80478","bandaka",,"ukosoati"
"80479","bandala",,"keveneta"
"80480","bandalore",,"ukosozin"
"80481","bandalores",,"ukosoza"
"80482","bandamir",,"kavanaot"
"80483","bandana",,"kavanun"
"80484","bandanaed",,"ekusufin"
"80485","bandanah",,"ikesefen"
"80486","bandanas",,"kavaneua"
"80487","bandango",,"kovonien"
"80488","bandanna",,"akisifon"
"80489","bandannaed",,"kevenoat"
"80490","bandannah",,"kivinuin"
"80491","bandannas",,"akisifan"
"80492","bandannoe",,"akisifana"
"80493","bandaoke",,"ukosohe"
"80494","bandar",,"kovoe"
"80495","bandaranaike",,"okasaqojo"
"80496","bandarban",,"kevenean"
"80497","bandaree",,"kavanaun"
"80498","bandargate",,"akisiqat"
"80499","bandari",,"kovonot"
"80500","bandarillo",,"keveneot"
"80501","bandaris",,"kovonoo"
"80502","bandarlog",,"ekusuqet"
"80503","bandars",,"kovonin"
"80504","bandaru",,"kevenete"
"80505","bandas",,"ukosi"
"80506","bandaveri",,"okasagun"
"80507","bandavirus",,"okasagin"
"80508","bandbox",,"ikesoot"
"80509","bandboxes",,"okasehat"
"80510","bandboxical",,"kavaromiet"
"80511","bandboxy",,"akisuhet"
"80512","bandbrake",,"ikesoqen"
"80513","bandbrakes",,"ikesoqon"
"80514","bandcase",,"ikesirot"
"80515","bandcenter",,"kevesuat"
"80516","bandcutter",,"kiviseu"
"80517","banddom",,"kavate"
"80518","bande",,"okasu"
"80519","bandeau",,"okasuet"
"80520","bandeaus",,"okasuri"
"80521","bandeaux",,"kovovein"
"80522","banded",,"kuvuu"
"80523","bandedcobra",,"kivivavou"
"80524","bandedness",,"ikesavet"
"80525","bandeen",,"keveven"
"80526","bandeira",,"kevevoi"
"80527","bandeirante",,"kovoviwii"
"80528","bandeirantes",,"kovoviwiat"
"80529","bandel",,"kivion"
"80530","bandelet",,"ukosezun"
"80531","bandelets",,"ukosezu"
"80532","bandelette",,"kavavuot"
"80533","bandelettes",,"kavavupuo"
"80534","bandelier",,"akisozan"
"80535","bandeliers",,"akisozun"
"80536","bandell",,"ukoseuna"
"80537","bandello",,"ekusiza"
"80538","bandellos",,"ekusizen"
"80539","bandemia",,"ekusipot"
"80540","bandenbek",,"ikesafen"
"80541","bandeng",,"kivivat"
"80542","bandengebiet",,"kevevoreot"
"80543","bandenkampfabzeichen",,"kovoviziu"
"80544","bander",,"kavaan"
"80545","bandera",,"kevevena"
"80546","banderas",,"keveveon"
"80547","banderilla",,"kivivia"
"80548","banderillas",,"kivivituen"
"80549","banderillero",,"ekusiqifun"
"80550","banderilleros",,"ekusiqifu"
"80551","banderillo",,"kuvuvue"
"80552","banderism",,"kiviviin"
"80553","banderist",,"okasuqe"
"80554","banderita",,"ikesaqet"
"80555","banderite",,"ekusiqa"
"80556","banderization",,"ukoseqesat"
"80557","banderlog",,"ukoseqaa"
"80558","banderma",,"kuvuvuen"
"80559","bandermas",,"kuvuvuon"
