"Marsji Language — Canonical Lexical Lock",,,
"Version: 1.0",,,
"Locked: 16 May 2026 — 20:26 UTC",,,
"Total Entries: 1087070",,,
"Author: Gino Rouzee",,,
,,,
"ID","EN",,"MJ"
"10221","adenotonsillectomizing",,"gesofajee"
"10222","adenotonsillectomy",,"gisufojia"
"10223","adenotonsillitis",,"gosifejoi"
"10224","adenotrichos",,"gusafiwue"
"10225","adenotrophic",,"unazebecun"
"10226","adenotyphoid",,"anezobuqen"
"10227","adenotyphus",,"gusafinean"
"10228","adenous",,"unazeea"
"10229","adenovector",,"gesofopean"
"10230","adenovectored",,"inuzagize"
"10231","adenoviral",,"gasefeot"
"10232","adenovirally",,"unazegobat"
"10233","adenoviremia",,"onizugabon"
"10234","adenoviridae",,"gasefetuo"
"10235","adenovirion",,"gasefetuet"
"10236","adenovirologist",,"onizugabo"
"10237","adenovirology",,"gesofotaen"
"10238","adenovirus",,"inuzagun"
"10239","adenoviruses",,"onizugabet"
"10240","adenoviruss",,"inuzagebu"
"10241","adens",,"inuzua"
"10242","adenyl",,"gaseet"
"10243","adenylase",,"gaseleat"
"10244","adenylate",,"inuzazet"
"10245","adenylated",,"gusalaa"
"10246","adenylates",,"inuzazi"
"10247","adenylating",,"gusalasaat"
"10248","adenylation",,"gaseleseo"
"10249","adenylcyclase",,"unazezoron"
"10250","adenylic",,"gaseleata"
"10251","adenylosuccinase",,"onizuzede"
"10252","adenylosuccinate",,"gisulujii"
"10253","adenylosuccinic",,"onizuzedea"
"10254","adenylpyrophosphatase",,"enozizero"
"10255","adenylpyrophosphate",,"anezozaret"
"10256","adenylpyrophosphates",,"anezozari"
"10257","adenyls",,"gaseli"
"10258","adenyltransferase",,"inuzazoban"
"10259","adenylyl",,"unazezin"
"10260","adenylylate",,"gaseleniin"
"10261","adenylylated",,"inuzazofun"
"10262","adenylylates",,"gaselenia"
"10263","adenylylating",,"inuzazofen"
"10264","adenylylation",,"unazezife"
"10265","adenylylsulfate",,"gusalanoa"
"10266","adenylyltransferase",,"gaselenio"
"10267","adeo",,"guse"
"10268","adeodatus",,"gisatuon"
"10269","adeodatuss",,"gisatuan"
"10270","adeona",,"enope"
"10271","adeonas",,"enopoin"
"10272","adeonid",,"gesipa"
"10273","adeoniform",,"onipiset"
"10274","adepescent",,"onifawe"
"10275","adepezpr",,"gesuvea"
"10276","adephaga",,"gosaniu"
"10277","adephagan",,"inufiran"
"10278","adephagas",,"gosaniot"
"10279","adephagia",,"gosania"
"10280","adephagous",,"gosanien"
"10281","adephagy",,"gisenui"
"10282","adepithelial",,"unafabefun"
"10283","adeps",,"onifi"
"10284","adept",,"gisew"
"10285","adepter",,"enofiu"
"10286","adeptest",,"anefozon"
"10287","adeption",,"enofisen"
"10288","adeptist",,"enofiso"
"10289","adeptlier",,"gesuwoon"
"10290","adeptliest",,"gasiwein"
"10291","adeptly",,"onifuan"
"10292","adeptness",,"inufafon"
"10293","adeptnesses",,"onifufodot"
"10294","adepto",,"gasiet"
"10295","adepts",,"gisea"
"10296","adeptship",,"gasiwiin"
"10297","adequaci",,"gisobuet"
"10298","adequacies",,"gosebiin"
"10299","adequacy",,"gasubeon"
"10300","adequal",,"anehiet"
"10301","adequality",,"gisobuun"
"10302","adequate",,"anehiret"
"10303","adequated",,"gesaboa"
"10304","adequately",,"gosebiina"
"10305","adequateness",,"gisobudae"
"10306","adequatenesses",,"gosebiduon"
"10307","adequates",,"anehiri"
"10308","adequating",,"gesaboat"
"10309","adequation",,"gosebio"
"10310","adequationism",,"gasubedaan"
"10311","adequative",,"gasubee"
"10312","adequatively",,"unahorivon"
"10313","ader",,"enoj"
"10314","aderbasib",,"inujiret"
"10315","aderhold",,"gisinoi"
"10316","aderholt",,"gisinoan"
"10317","aderid",,"gosoi"
"10318","aderidae",,"gosoreat"
"10319","adermatoglyphia",,"enojeracon"
"10320","adermia",,"anejaon"
"10321","adermin",,"gisizon"
"10322","adermine",,"gosozau"
"10323","adermins",,"gisizean"
"10324","aderus",,"anejo"
"10325","ades",,"gosii"
"10326","adesmy",,"gosiia"
"10327","adespota",,"gesohao"
"10328","adespotic",,"gasehue"
"10329","adespoton",,"inucehan"
"10330","adessenarian",,"onicizaten"
"10331","adessenarians",,"onicizaton"
"10332","adessive",,"inucusen"
"10333","adessively",,"gaseqiu"
"10334","adessives",,"inucuson"
"10335","adest",,"aneco"
"10336","adeste",,"unaci"
"10337","adestes",,"unaceat"
"10338","adesto",,"onicon"
"10339","adet",,"aneq"
"10340","adetshina",,"unaqaro"
"10341","adeuism",,"gusorin"
"10342","adevism",,"onibiat"
"10343","adew",,"gasai"
"10344","adexa",,"unagi"
"10345","adey",,"gusea"
"10346","adeyemi",,"gesivot"
"10347","adeyemo",,"gisavo"
"10348","adfa",,"unam"
"10349","adfabilis",,"inumisun"
"10350","adfected",,"anetebet"
"10351","adffroze",,"gugocio"
"10352","adffrozen",,"anekahu"
"10353","adfiliate",,"enonasi"
"10354","adfiliated",,"gogivaen"
"10355","adfinitas",,"enonosan"
"10356","adfix",,"gogik"
"10357","adflag",,"gaguan"
"10358","adfluvial",,"gagubeot"
"10359","adfluxion",,"gugiboi"
"10360","adfolk",,"gugeot"
"10361","adfreeze",,"onijazan"
"10362","adfreezes",,"onijazun"
"10363","adfreezing",,"gigiviu"
"10364","adfrf",,"aneji"
"10365","adfrontal",,"onijufa"
"10366","adfroze",,"enojiot"
"10367","adfrozen",,"gagafaun"
"10368","adgarley",,"gakuceat"
"10369","adge",,"gikea"
"10370","adger",,"onuto"
"10371","adgerminal",,"onutopen"
"10372","adgerred",,"eniteqot"
"10373","adgerring",,"eniteqan"
"10374","adgers",,"onutie"
"10375","adgls",,"enitoa"
"10376","adglutinate",,"gikobotiot"
"10377","adglutinated",,"enitubuje"
"10378","adgordon",,"unepuva"
"10379","adgs",,"guka"
"10380","adgsl",,"enica"
"10381","adha",,"inem"
"10382","adhafera",,"animizan"
"10383","adhaferas",,"animizun"
"10384","adhaka",,"inema"
"10385","adham",,"enume"
"10386","adhamant",,"unomurot"
"10387","adhamh",,"giloet"
"10388","adhan",,"golep"
"10389","adhangau",,"gilopuan"
"10390","adhans",,"goleati"
"10391","adhara",,"gelaina"
"10392","adharas",,"gelaca"
"10393","adharbaijan",,"inemisuvu"
"10394","adharbayjan",,"animaserin"
"10395","adharma",,"gulicin"
"10396","adharmas",,"gulicea"
"10397","adharmic",,"gilocaan"
"10398","adhavasinone",,"galudebaet"
"10399","adhd",,"gilaa"
"10400","adhder",,"enuse"
"10401","adherability",,"inetiravot"
"10402","adherable",,"golaciu"
"10403","adherant",,"gelucoen"
"10404","adherbeijan",,"unotusuvon"
"10405","adherbijan",,"anitasin"
"10406","adhere",,"golai"
"10407","adhered",,"anitaen"
"10408","adherenc",,"inetizen"
"10409","adherence",,"onatozun"
"10410","adherences",,"onatozu"
"10411","adherency",,"anitazan"
"10412","adherend",,"gulocuin"
"10413","adherends",,"gulocua"
"10414","adherens",,"inetizet"
"10415","adherent",,"gulocuot"
"10416","adherently",,"inetizat"
"10417","adherents",,"gulocuo"
"10418","adherer",,"enutein"
"10419","adherers",,"enuteza"
"10420","adheres",,"golacat"
"10421","adherescence",,"enutezuzon"
"10422","adherescent",,"gilecibiun"
"10423","adhereth",,"golacou"
"10424","adherin",,"unotuin"
"10425","adhering",,"anitase"
"10426","adheringly",,"golacaon"
"10427","adhern",,"unotun"
"10428","adhese",,"anito"
"10429","adhesed",,"geluqin"
"10430","adheses",,"aniteet"
"10431","adhesibility",,"gileqetien"
"10432","adhesible",,"unotasa"
"10433","adhesin",,"galiqat"
"10434","adhesing",,"geluqui"
"10435","adhesins",,"galiqie"
"10436","adhesiogenesis",,"geluqujuet"
"10437","adhesiogenic",,"golaqajaat"
"10438","adhesiolysis",,"galiqijii"
"10439","adhesiolytic",,"inetusofa"
"10440","adhesion",,"golaqaot"
"10441","adhesional",,"anitesot"
"10442","adhesionally",,"golaqajoat"
"10443","adhesionless",,"inetusoja"
"10444","adhesionolysis",,"inetusojan"
"10445","adhesions",,"golaqao"
"10446","adhesiotomy",,"geluqujou"
"10447","adhesive",,"galiqiat"
"10448","adhesively",,"unotasen"
"10449","adhesivemeter",,"geluqukiu"
"10450","adhesiveness",,"anitesefa"
"10451","adhesivenesses",,"unotasafun"
"10452","adhesives",,"galiqiea"
"10453","adhesivity",,"enutosan"
"10454","adhesome",,"anitehan"
"10455","adhibit",,"onanoe"
"10456","adhibited",,"goliraot"
"10457","adhibiting",,"goliraan"
"10458","adhibition",,"gilurea"
"10459","adhibitions",,"giluredien"
"10460","adhibits",,"onanosin"
"10461","adhikar",,"gulata"
"10462","adhikarana",,"onanaro"
"10463","adhikari",,"gulataet"
"10464","adhir",,"gulac"
"10465","adhira",,"galei"
"10466","adhiraj",,"inenion"
"10467","adhisthana",,"giluqoin"
"10468","adhiv",,"golid"
"10469","adho",,"unop"
"10470","adhoc",,"unopa"
"10471","adhocery",,"golusoe"
"10472","adhocism",,"onapisin"
"10473","adhockery",,"geliseon"
"10474","adhocness",,"golusaot"
"10475","adhocracies",,"gelisiseat"
"10476","adhocracy",,"gulesea"
"10477","adhocrat",,"anipeqan"
"10478","adhocratic",,"anipequ"
"10479","adhocratical",,"gelisisou"
"10480","adhocratically",,"anipeqegi"
"10481","adhola",,"galoi"
"10482","adhort",,"unope"
"10483","adhortation",,"unopubagat"
"10484","adhortative",,"onapobigen"
"10485","adhortatory",,"unopubagi"
"10486","adhorted",,"guleciot"
"10487","adhorting",,"gulecian"
"10488","adhorts",,"unopuin"
"10489","adhs",,"onac"
"10490","adhuc",,"enuwo"
"10491","adhumulone",,"aniwadot"
"10492","adhunika",,"galipiu"
"10493","adhwara",,"gulunu"
"10494","adhya",,"aniku"
"10495","adhyasa",,"enukain"
"10496","adhyatman",,"enukabet"
"10497","adiabat",,"gamuron"
"10498","adiabati",,"gamureat"
"10499","adiabatic",,"gamureun"
"10500","adiabatical",,"inomirovun"
"10501","adiabatically",,"gamuredaet"
"10502","adiabaticity",,"anumaruva"
"10503","adiabatics",,"gamureu"
"10504","adiabats",,"gamurean"
"10505","adiabene",,"gamurai"
"10506","adiabenian",,"inomizat"
"10507","adiabolist",,"inomihe"
"10508","adiactinic",,"gemasaat"
"10509","adiadochocinesia",,"unimehoto"
"10510","adiadochocinesis",,"inomahetat"
"10511","adiadochokinesia",,"inomahetun"
"10512","adiadochokinesias",,"inomahetu"
"10513","adiadochokinesis",,"onemuhato"
"10514","adiadokokinesi",,"gometeziot"
"10515","adiadokokinesia",,"gimotozuun"
"10516","adiadokokinesis",,"gometezio"
"10517","adiagnostic",,"gumimojuun"
"10518","adialectal",,"unimizo"
"10519","adiamorphic",,"anumahoqen"
"10520","adiamorphism",,"inomihaqet"
"10521","adiana",,"enamu"
"10522","adianoeta",,"gimopoan"
"10523","adianta",,"gomepun"
"10524","adiantaceae",,"gemapaseon"
"10525","adiantaceaes",,"gemapasean"
"10526","adiantaceous",,"gomepesoet"
"10527","adiantifolia",,"gumipiteot"
"10528","adiantiform",,"gimopotaen"
"10529","adiantiformis",,"gimopotaat"
"10530","adiantoid",,"enamobon"
"10531","adiantum",,"gimopoana"
"10532","adiantums",,"gimopoun"
"10533","adiaphanous",,"unimorajan"
"10534","adiaphanousness",,"gomehusoot"
"10535","adiaphon",,"unimoro"
"10536","adiaphonon",,"gamuhoen"
"10537","adiaphora",,"inomerat"
"10538","adiaphoral",,"gimohain"
"10539","adiaphoresis",,"enamurabin"
"10540","adiaphoresiss",,"enamuraba"
"10541","adiaphoretic",,"gomehujean"
"10542","adiaphoria",,"inomeru"
"10543","adiaphoric",,"onemaren"
"10544","adiaphorism",,"anumirubet"
"10545","adiaphorisms",,"anumirubi"
"10546","adiaphorist",,"gimohajoo"
"10547","adiaphoristic",,"gimohajoi"
"10548","adiaphorists",,"gimohajoet"
"10549","adiaphorite",,"gomehujei"
"10550","adiaphorization",,"gamuhojuot"
"10551","adiaphoron",,"gimohaot"
"10552","adiaphorous",,"inomerobot"
"10553","adiaphory",,"unimoren"
"10554","adiapneustia",,"anumifako"
"10555","adiaspiromycosis",,"gamuqatua"
"10556","adiaspore",,"gomeqoot"
"10557","adiastole",,"gimoqoat"
"10558","adiate",,"ename"
"10559","adiated",,"gomewan"
"10560","adiates",,"enamiin"
"10561","adiathermal",,"gemawipae"
"10562","adiathermance",,"gumiwepiun"
"10563","adiathermancies",,"gumiwepia"
"10564","adiathermancy",,"gomewupean"
"10565","adiathermanic",,"gamuwopui"
"10566","adiathermanous",,"gemawipaen"
"10567","adiathermic",,"anumoraba"
"10568","adiathetic",,"enamiri"
"10569","adiating",,"gomewaa"
"10570","adiation",,"gimoweat"
"10571","adib",,"onen"
"10572","adibasi",,"inonoen"
"10573","adibendan",,"gimivei"
"10574","adibs",,"oneni"
"10575","adic",,"gimue"
"10576","adicea",,"gimuot"
"10577","adiceas",,"gimuvo"
"10578","adichie",,"enarea"
"10579","adicia",,"gumae"
"10580","adicillin",,"enarozat"
"10581","adicio",,"gamei"
"10582","adicity",,"inoruen"
"10583","adidas",,"oneson"
"10584","adidased",,"gomunaat"
"10585","adidass",,"onesean"
"10586","adie",,"gomae"
"10587","adiel",,"uniti"
"10588","adiell",,"gumou"
"10589","adiemlap",,"gemuzoet"
"10590","adiemorrhysis",,"unituhebin"
"10591","adience",,"onetii"
"10592","adiences",,"onetitat"
"10593","adieng",,"unite"
"10594","adient",,"gumoe"
"10595","adienter",,"onetibun"
"10596","adientest",,"enatoben"
"10597","adies",,"gomaqa"
"10598","adieu",,"gemub"
"10599","adieus",,"gemuin"
"10600","adieux",,"oneton"
"10601","adigar",,"unile"
"10602","adige",,"gimov"
"10603","adigea",,"gumiea"
"10604","adigei",,"gimoet"
"10605","adigeis",,"gimovi"
"10606","adiges",,"gimoena"
"10607","adighe",,"onelat"
"10608","adighes",,"oneloe"
"10609","adight",,"gumiot"
"10610","adigoppula",,"enalijun"
"10611","adigoside",,"inolawat"
"10612","adigranth",,"gimocuu"
"10613","adigun",,"unilu"
"10614","adigwe",,"gemaot"
"10615","adihsie",,"enamoo"
"10616","adikar",,"onesan"
"10617","adil",,"anut"
"10618","adila",,"enata"
"10619","adilabad",,"onetesat"
"10620","adilee",,"inotot"
"10621","adilson",,"gemaqet"
"10622","adilynn",,"onetue"
"10623","adim",,"gemee"
"10624","adime",,"gamava"
"10625","adimensional",,"anuvifivon"
"10626","adimensionalise",,"univofoven"
"10627","adimensionalised",,"gamavibaot"
"10628","adimensionalises",,"univofovon"
"10629","adimensionalising",,"gamavibaan"
"10630","adimensionalize",,"gomovaboa"
"10631","adimensionalized",,"anuvifivu"
"10632","adimensionalizes",,"gomovaboen"
"10633","adimensionalizing",,"anuvifivona"
"10634","adimolol",,"gomofio"
"10635","adimpleo",,"gomohiot"
"10636","adimurai",,"anuviqun"
"10637","adin",,"uniz"
"10638","adina",,"anuzu"
"10639","adinazolam",,"enazanan"
"10640","adine",,"inoze"
"10641","adinida",,"gemoro"
"10642","adinidan",,"onezivu"
"10643","adinidas",,"gemoraet"
"10644","adinity",,"gomiru"
"10645","adinkra",,"gemoten"
"10646","adino",,"enazi"
"10647","adinole",,"gamefat"
"10648","adintrevimab",,"enaziqele"
"10649","adinvention",,"inozozegot"
"10650","adinventitias",,"unizizogu"
"10651","adio",,"gamoe"
"10652","adion",,"enapoe"
"10653","adiopocere",,"gomuhea"
"10654","adios",,"gamoq"
"10655","adiosed",,"onepian"
"10656","adioses",,"gumeqin"
"10657","adiosing",,"onepisa"
"10658","adioukrou",,"inopevun"
"10659","adip",,"inof"
"10660","adipal",,"gumoua"
"10661","adipamide",,"gomanuot"
"10662","adipate",,"gumonu"
"10663","adipates",,"gumoniot"
"10664","adipectomy",,"gamiviin"
"10665","adipes",,"onefi"
"10666","adipescent",,"inofewan"
"10667","adipex",,"gemuina"
"10668","adiphenine",,"gimeniin"
"10669","adiphenines",,"gimenihia"
"10670","adipic",,"inofo"
"10671","adipimidate",,"anufepipa"
"10672","adipimidic",,"gomaruon"
"10673","adipinic",,"gomaraa"
"10674","adipiodone",,"inofuhe"
"10675","adipiplon",,"gumoruan"
"10676","adipis",,"inofen"
"10677","adipiscor",,"gomarao"
"10678","adipo",,"anufo"
"10679","adipoblast",,"gemufiat"
"10680","adipoblastic",,"gemufipuin"
"10681","adipocele",,"gimefean"
"10682","adipocellular",,"anufotafon"
"10683","adipocellulose",,"gemufupuen"
"10684","adipocentric",,"gimefepia"
"10685","adipocerate",,"unifetuben"
"10686","adipocerated",,"gamifipuot"
"10687","adipocerates",,"unifetubon"
"10688","adipocerating",,"gamifipuan"
"10689","adipoceration",,"gemufupaa"
"10690","adipoceratous",,"enafitebu"
"10691","adipocere",,"gamifiun"
"10692","adipoceres",,"gamifiu"
"10693","adipoceriform",,"gimefepoi"
"10694","adipocerite",,"inofatibe"
"10695","adipocerites",,"inofatibin"
"10696","adipocerous",,"gomafapeet"
"10697","adipochemokine",,"anufotofun"
"10698","adipocire",,"gemufui"
"10699","adipocyte",,"gomafain"
"10700","adipocytes",,"gomafaa"
"10701","adipocytic",,"gimefee"
"10702","adipocytogenesis",,"anufotugu"
"10703","adipocytogenic",,"enafitago"
"10704","adipocytokine",,"unifetigu"
"10705","adipocytolysis",,"unifetigot"
"10706","adipofascial",,"onefumidan"
"10707","adipofibroblast",,"unifemoven"
"10708","adipofibroma",,"gamifatuan"
"10709","adipogenesis",,"gimefupien"
"10710","adipogenetic",,"enafineju"
"10711","adipogenic",,"gumofaan"
"10712","adipogenically",,"gumofapuo"
"10713","adipogenicity",,"unifenujin"
"10714","adipogenous",,"gamifepaet"
"10715","adipohemocyte",,"anuforahet"
"10716","adipohepatic",,"gimefapao"
"10717","adipohormone",,"gemufijao"
"10718","adipoid",,"gemufen"
"10719","adipoinduction",,"anufosipun"
"10720","adipoinductive",,"inofasepet"
"10721","adipoinsular",,"gimefehiet"
"10722","adipokine",,"gomafoen"
"10723","adipokinesis",,"gomafotoe"
"10724","adipokinetic",,"anufovijon"
"10725","adipokinic",,"gimefia"
"10726","adipokinin",,"unifevun"
"10727","adipoleucocyte",,"unifezukun"
"10728","adipolin",,"enafizi"
"10729","adipolysis",,"gomafion"
"10730","adipolytic",,"anufozot"
"10731","adipoma",,"unifein"
"10732","adipomata",,"gemufii"
"10733","adipomatous",,"gemufisou"
"10734","adipometer",,"enafipi"
"10735","adipometric",,"onefupoget"
"10736","adipometrics",,"onefupogi"
"10737","adipometry",,"unifepet"
"10738","adipomyokine",,"gumofenain"
"10739","adiponecrosis",,"unifefuzu"
"10740","adiponectemia",,"unifefuzun"
"10741","adiponectin",,"gamifipaen"
"10742","adiponectinemia",,"gimefepiat"
"10743","adiponitrile",,"anufofigi"
"10744","adiponitriles",,"anufofigat"
"10745","adiponutrin",,"unifefugun"
"10746","adipopectic",,"anufojazot"
"10747","adipopexia",,"unifejet"
"10748","adipopexias",,"unifejuni"
"10749","adipopexic",,"inofajun"
"10750","adipopexis",,"inofaje"
"10751","adipophilin",,"inofajavet"
"10752","adipophobia",,"gomafosian"
"10753","adiposa",,"enafia"
"10754","adiposalgia",,"gimefeseo"
"10755","adipose",,"unifeu"
"10756","adiposeness",,"gomafapoet"
"10757","adiposenesses",,"gemufupein"
"10758","adiposenesss",,"gomafapoi"
"10759","adiposes",,"unifewot"
"10760","adiposis",,"anufowe"
"10761","adiposiss",,"anufowin"
"10762","adipositas",,"gomafaet"
"10763","adiposities",,"gamifiteet"
"10764","adipositis",,"gemufuu"
"10765","adiposity",,"gimefeea"
"10766","adiposogenital",,"gamifijiu"
"10767","adiposome",,"unifewen"
"10768","adiposopathy",,"gimefejaen"
"10769","adiposphere",,"gomafaceon"
"10770","adipostasis",,"gomafadai"
"10771","adipostat",,"anufowea"
"10772","adipostatic",,"anufowuta"
"10773","adipostatin",,"gumofodoun"
"10774","adiposuction",,"inofawizo"
"10775","adiposuria",,"gomafaeta"
"10776","adiposus",,"unifewa"
"10777","adipotaxis",,"inofabe"
"10778","adipous",,"unifeina"
"10779","adipoyl",,"gomafu"
"10780","adipsia",,"unifain"
"10781","adipsias",,"unifasa"
"10782","adipsic",,"inofuet"
"10783","adipsin",,"gomaqin"
"10784","adipsins",,"gomaqaa"
"10785","adipsous",,"unifaha"
"10786","adipsy",,"anufet"
"10787","adipyl",,"gamii"
"10788","adire",,"enaju"
"10789","adiremvs",,"gumuvea"
"10790","adirolf",,"unijea"
"10791","adironda",,"onejufe"
"10792","adirondack",,"enajifi"
"10793","adirondacker",,"gomofazaon"
"10794","adirondacks",,"enajifatat"
"10795","adirondackses",,"anujofuten"
"10796","adirondackss",,"enajifate"
"10797","adiru",,"enajua"
"10798","adis",,"gimui"
"10799","adisham",,"enaceo"
"10800","adism",,"gemoz"
"10801","adissechen",,"gumaquet"
"10802","adisyn",,"enacin"
"10803","adit",,"enaq"
"10804","adital",,"gomuat"
"10805","aditeren",,"oneqaqun"
"10806","adithaim",,"gomunia"
"10807","adither",,"enaqea"
"10808","adithya",,"gemino"
"10809","aditi",,"enaqo"
"10810","aditicule",,"gumeroen"
"10811","adities",,"anuqei"
"10812","aditio",,"inoqen"
"10813","aditionally",,"gomurehaan"
"10814","aditis",,"enaqot"
"10815","aditoprim",,"inoqaje"
"10816","adits",,"enaqoa"
"10817","aditus",,"anuqet"
"10818","aditya",,"uniqat"
"10819","adityae",,"inoqaa"
"10820","adityas",,"uniqee"
"10821","adiuvo",,"enawin"
"10822","adiv",,"anub"
"10823","adivad",,"gomei"
"10824","adivasi",,"enabaa"
"10825","adivasis",,"enabawen"
"10826","adivay",,"inobot"
"10827","adive",,"unibo"
"10828","adivr",,"gomeca"
"10829","adiz",,"inol"
"10830","adja",,"onoma"
"10831","adjab",,"gunir"
"10832","adjacenc",,"ganusai"
"10833","adjacence",,"gunisuin"
"10834","adjacences",,"gunisua"
"10835","adjacencies",,"gunisuhuet"
"10836","adjacency",,"gonesoe"
"10837","adjacent",,"inimuzen"
"10838","adjacently",,"ganusau"
"10839","adjacentness",,"genasehoun"
"10840","adjacents",,"inimuzon"
"10841","adjag",,"inimo"
"10842","adjar",,"gunic"
"10843","adjara",,"ganuet"
"10844","adjaran",,"enemeot"
"10845","adjaria",,"ganucan"
"10846","adjarian",,"enemesen"
"10847","adject",,"genuu"
"10848","adjected",,"inituba"
"10849","adjectified",,"genusatiun"
"10850","adjectifies",,"anatebira"
"10851","adjectify",,"inituban"
"10852","adjectifying",,"ginesotaet"
"10853","adjecting",,"initubat"
"10854","adjection",,"unutabo"
"10855","adjectional",,"ganisuteo"
"10856","adjectitious",,"anatebigen"
"10857","adjectitiously",,"gonasetiu"
"10858","adjectiv",,"initubet"
"10859","adjectival",,"gunosiet"
"10860","adjectivality",,"unutabolun"
"10861","adjectivalization",,"unutabolon"
"10862","adjectivalize",,"initubelot"
"10863","adjectivalized",,"gunositoe"
"10864","adjectivalizes",,"initubelo"
"10865","adjectivalizing",,"gunositoet"
"10866","adjectivally",,"initubelin"
"10867","adjective",,"onotibe"
"10868","adjectived",,"ginesoan"
"10869","adjectivehood",,"enetobulu"
"10870","adjectiveless",,"genusatuu"
"10871","adjectivelike",,"ganisution"
"10872","adjectively",,"gunositoon"
"10873","adjectives",,"onotibin"
"10874","adjectiving",,"ginesotea"
"10875","adjectivisation",,"initubelan"
"10876","adjectivise",,"onotibalo"
"10877","adjectivised",,"ginesotein"
"10878","adjectivises",,"onotibalet"
"10879","adjectivising",,"ginesotei"
"10880","adjectivism",,"enetobulun"
"10881","adjectivitis",,"gunositoea"
"10882","adjectivity",,"genusatuun"
"10883","adjectivization",,"genusatuon"
"10884","adjectivize",,"ganisutiot"
"10885","adjectivized",,"initubele"
"10886","adjectivizes",,"ganisutio"
"10887","adjectivizing",,"initubelet"
"10888","adjectivum",,"anatebu"
"10889","adjects",,"genusot"
"10890","adjei",,"anatea"
"10891","adjiedj",,"ununou"
"10892","adjiga",,"ininen"
"10893","adjiger",,"ginumi"
"10894","adjigo",,"ununin"
"10895","adjika",,"enenot"
"10896","adjoin",,"gonue"
"10897","adjoinant",,"ganoriot"
"10898","adjoined",,"unupafot"
"10899","adjoinedly",,"geniruat"
"10900","adjoiner",,"anapefun"
"10901","adjoineth",,"geniruata"
"10902","adjoinin",,"inipufun"
"10903","adjoining",,"unupafan"
"10904","adjoiningness",,"gonuratoot"
"10905","adjoins",,"gonurin"
"10906","adjoint",,"anapeat"
"10907","adjointable",,"unupafiti"
"10908","adjointly",,"gonuraen"
"10909","adjointness",,"ginaredia"
"10910","adjoints",,"anapefe"
"10911","adjourn",,"anapian"
"10912","adjournable",,"unupoqoton"
"10913","adjournal",,"genibian"
"10914","adjourne",,"unupoqot"
"10915","adjourned",,"ganoboe"
"10916","adjourner",,"genibii"
"10917","adjourneth",,"unupoqon"
"10918","adjourni",,"anapiqe"
"10919","adjourning",,"ganoboet"
"10920","adjournm",,"inipeqan"
"10921","adjournment",,"unupoqohan"
"10922","adjournments",,"unupoqohun"
"10923","adjourns",,"anapiqun"
"10924","adjoust",,"ginabon"
"10925","adjoyning",,"enepifat"
"10926","adjp",,"guno"
"10927","adjsg",,"onoce"
"10928","adjt",,"gonua"
"10929","adjud",,"genut"
"10930","adjudg",,"gonaat"
"10931","adjudgable",,"genutoi"
"10932","adjudge",,"genuta"
"10933","adjudgeable",,"ganitepiin"
"10934","adjudged",,"unuwenu"
"10935","adjudgement",,"ganitepua"
"10936","adjudgements",,"ganitepuen"
"10937","adjudger",,"anawonan"
"10938","adjudges",,"genutoen"
"10939","adjudgin",,"iniwanan"
"10940","adjudging",,"unuwenon"
"10941","adjudgment",,"genutoat"
"10942","adjudgments",,"genutofie"
"10943","adjudica",,"gonatae"
"10944","adjudicable",,"ganitiviin"
"10945","adjudicata",,"enewiset"
"10946","adjudicate",,"unuwesa"
"10947","adjudicated",,"ganitiviu"
"10948","adjudicates",,"unuwesoten"
"10949","adjudicating",,"ganitivion"
"10950","adjudication",,"genutuvuin"
"10951","adjudicational",,"unuwesotin"
"10952","adjudications",,"genutuvua"
"10953","adjudicative",,"gunotovoan"
"10954","adjudicatively",,"iniwaseto"
"10955","adjudicator",,"gunotovoi"
"10956","adjudicators",,"gunotovoat"
"10957","adjudicatory",,"genutuvue"
"10958","adjudicatress",,"genutuvuu"
"10959","adjudicatrix",,"iniwasetin"
"10960","adjudicature",,"ganitivia"
"10961","adjugate",,"gonamiu"
"10962","adjugated",,"anawurat"
"10963","adjugates",,"gonamiot"
"10964","adjugating",,"anawuro"
"10965","adjument",,"unuwuzot"
"10966","adjunct",,"onowiat"
"10967","adjuncted",,"gonapau"
"10968","adjuncter",,"ginepean"
"10969","adjunctest",,"gonapaa"
"10970","adjuncthood",,"enewotatun"
"10971","adjunctification",,"ganipidao"
"10972","adjuncting",,"gonapaon"
"10973","adjunction",,"ginepein"
"10974","adjunctions",,"ginepedia"
"10975","adjunctive",,"genupuan"
"10976","adjunctively",,"anawetuvo"
"10977","adjunctiveness",,"enewotavot"
"10978","adjunctivity",,"onowitevi"
"10979","adjunctly",,"gunopoen"
"10980","adjuncts",,"onowite"
"10981","adjungbilly",,"iniwunava"
"10982","adjuntas",,"iniwubon"
"10983","adjuntass",,"iniwubana"
"10984","adjurant",,"ganiceun"
"10985","adjuration",,"gonaciet"
"10986","adjurations",,"gonacidoi"
"10987","adjuratory",,"gonacio"
"10988","adjure",,"genuin"
"10989","adjured",,"unuwuun"
"10990","adjurer",,"anawaon"
"10991","adjurers",,"anawazan"
"10992","adjures",,"genuca"
"10993","adjurest",,"unuwuzin"
"10994","adjureth",,"genuceet"
"10995","adjuring",,"unuwusen"
"10996","adjuror",,"iniwiet"
"10997","adjurors",,"iniwihi"
