"Marsji Language — Canonical Lexical Lock",,,
"Version: 1.0",,,
"Locked: 16 May 2026 — 20:26 UTC",,,
"Total Entries: 1087070",,,
"Author: Gino Rouzee",,,
,,,
"ID","EN",,"MJ"
"141860","cannelburgs",,"luvivituon"
"141861","cannele",,"lovevi"
"141862","cannell",,"akozeet"
"141863","cannella",,"ekizozot"
"141864","cannellate",,"levavaet"
"141865","cannellated",,"ukezazita"
"141866","cannelle",,"ukezaze"
"141867","cannellini",,"luvivii"
"141868","cannellone",,"lavuvuu"
"141869","cannelloni",,"levavaat"
"141870","cannellonies",,"lavuvupuen"
"141871","cannellonis",,"levavapae"
"141872","canneloid",,"ikazuzon"
"141873","cannelon",,"ekizoza"
"141874","canneloni",,"ekizozet"
"141875","cannelons",,"ekizozen"
"141876","cannels",,"livovo"
"141877","cannelton",,"lovevein"
"141878","canneltons",,"lovevea"
"141879","cannelure",,"akozezi"
"141880","cannelured",,"levavaen"
"141881","cannelures",,"akozezat"
"141882","cannensis",,"loveviin"
"141883","cannequin",,"loveveina"
"141884","canner",,"lavuo"
"141885","canneries",,"luvivuota"
"141886","canners",,"lavuvet"
"141887","cannery",,"lovevia"
"141888","canneryman",,"okuziqu"
"141889","cannes",,"ikazua"
"141890","canneses",,"okuziwi"
"141891","canness",,"ikazuot"
"141892","cannesses",,"okuziwat"
"141893","cannest",,"luvivuna"
"141894","cannet",,"luviane"
"141895","canneth",,"ikazuaa"
"141896","cannetille",,"lavuvou"
"141897","cannetilles",,"lavuvoteot"
"141898","canney",,"akozot"
"141899","cannflavin",,"ekizozan"
"141900","cannibal",,"ukezisu"
"141901","cannibalean",,"livorisuun"
"141902","cannibalic",,"ukeziso"
"141903","cannibalisation",,"ukezisifa"
"141904","cannibalisations",,"ukezisifen"
"141905","cannibalise",,"ikazosofun"
"141906","cannibalised",,"luvirusai"
"141907","cannibalises",,"ikazosofu"
"141908","cannibalish",,"levaresoe"
"141909","cannibalising",,"luvirusaot"
"141910","cannibalism",,"okuzesefen"
"141911","cannibalisms",,"okuzesefon"
"141912","cannibalistic",,"lavuraseon"
"141913","cannibalistical",,"ikazosofon"
"141914","cannibalistically",,"lavuraseot"
"141915","cannibality",,"loverosien"
"141916","cannibalization",,"loverosiin"
"141917","cannibalizations",,"loverosia"
"141918","cannibalize",,"levaresoan"
"141919","cannibalized",,"ukezisifet"
"141920","cannibalizes",,"levaresoun"
"141921","cannibalizing",,"ukezisifu"
"141922","cannibally",,"levarei"
"141923","cannibals",,"ukezisot"
"141924","cannice",,"ikazoot"
"141925","cannie",,"ikazine"
"141926","cannier",,"lavuron"
"141927","canniest",,"luviroin"
"141928","canniff",,"okuzee"
"141929","canniflavone",,"okuzemeton"
"141930","cannikin",,"loveraot"
"141931","cannikins",,"loverao"
"141932","cannilier",,"okuzezin"
"141933","canniliest",,"ekizazi"
"141934","cannily",,"levara"
"141935","canniness",,"loveriin"
"141936","canninesses",,"levaropuan"
"141937","canning",,"luvirot"
"141938","cannings",,"luvirao"
"141939","cannington",,"livoruin"
"141940","cannista",,"levaroo"
"141941","canniste",,"luvirain"
"141942","cannister",,"ikazowon"
"141943","cannisters",,"ikazowan"
"141944","cannit",,"lavuet"
"141945","cannithrene",,"akozubabin"
"141946","cannizzarite",,"okuzenato"
"141947","cannizzaro",,"loveraota"
"141948","cannizzaros",,"loverario"
"141949","cannizzo",,"ukezinu"
"141950","cannock",,"akozaet"
"141951","cannocks",,"akozati"
"141952","cannodimethoside",,"ikazivuhi"
"141953","cannodixoside",,"lavufotien"
"141954","cannoe",,"akozae"
"141955","cannois",,"ekizeot"
"141956","cannoli",,"levafo"
"141957","cannolicchi",,"akozazeza"
"141958","cannolilike",,"ekizezofe"
"141959","cannolis",,"levafaet"
"141960","cannolo",,"livofet"
"141961","cannon",,"lavueta"
"141962","cannonade",,"ikazifen"
"141963","cannonaded",,"luvifaot"
"141964","cannonader",,"lavufeun"
"141965","cannonades",,"ikazifon"
"141966","cannonading",,"luvifasian"
"141967","cannonarchy",,"luvifaseon"
"141968","cannonau",,"lavufean"
"141969","cannonba",,"akozafon"
"141970","cannonball",,"okuzofot"
"141971","cannonballed",,"lovefitien"
"141972","cannonballer",,"livofutuin"
"141973","cannonballing",,"lovefitie"
"141974","cannonballs",,"okuzofoto"
"141975","cannone",,"luvife"
"141976","cannoned",,"okuzofan"
"141977","cannoneer",,"okuzofun"
"141978","cannoneering",,"lovefipoi"
"141979","cannoneerings",,"lovefipoat"
"141980","cannoneers",,"okuzofu"
"141981","cannoner",,"ikazifena"
"141982","cannonfodder",,"lovefineet"
"141983","cannonfodders",,"lovefinei"
"141984","cannonia",,"levafoen"
"141985","cannonier",,"ikazifi"
"141986","cannoniers",,"ikazifat"
"141987","cannoning",,"okuzofa"
"141988","cannonism",,"livofuun"
"141989","cannonisms",,"livofuu"
"141990","cannonite",,"okuzofua"
"141991","cannonlike",,"akozafin"
"141992","cannonproof",,"ekizefube"
"141993","cannonries",,"ikazifata"
"141994","cannonry",,"ekizefa"
"141995","cannons",,"lavufi"
"141996","cannonsburg",,"levafobiun"
"141997","cannonsburgs",,"levafobiu"
"141998","cannonsville",,"ikazifulot"
"141999","cannonville",,"ikazifovu"
"142000","cannonvilles",,"ikazifovot"
"142001","cannophori",,"lovefaet"
"142002","cannot",,"lovei"
"142003","cannoted",,"ukezubun"
"142004","cannoting",,"ukezuben"
"142005","cannots",,"lovefat"
"142006","cannott",,"akozaeta"
"142007","cannotted",,"lavufoan"
"142008","cannotting",,"lavufoa"
"142009","canns",,"ukezi"
"142010","cannstatt",,"lavuqoat"
"142011","cannstatts",,"lavuqoe"
"142012","cannt",,"lavuw"
"142013","canntaireachd",,"akozarebot"
"142014","cannula",,"luvibe"
"142015","cannulae",,"livoboen"
"142016","cannular",,"ikazuzen"
"142017","cannulas",,"luvibiin"
"142018","cannulate",,"ekizozaa"
"142019","cannulated",,"lovebeu"
"142020","cannulates",,"ekizozena"
"142021","cannulating",,"lovebeseon"
"142022","cannulation",,"livobosoin"
"142023","cannulations",,"livobosoa"
"142024","cannulator",,"levabai"
"142025","cannulise",,"lovebein"
"142026","cannulised",,"akozezun"
"142027","cannulises",,"lovebea"
"142028","cannulising",,"akozezeden"
"142029","cannulizatia",,"levabatee"
"142030","cannulization",,"ikazuzuso"
"142031","cannulizations",,"ikazuzuset"
"142032","cannulize",,"okuzize"
"142033","cannulized",,"livoboan"
"142034","cannulizes",,"okuzizin"
"142035","cannulizing",,"livobotia"
"142036","cannum",,"ekize"
"142037","canny",,"ekizea"
"142038","cannyism",,"ukezusin"
"142039","cano",,"lava"
"142040","canoable",,"luvunue"
"142041","canobolas",,"lovoruu"
"142042","canod",,"ikapi"
"142043","canoe",,"luvuv"
"142044","canoeability",,"ukeparuvon"
"142045","canoeable",,"livivoen"
"142046","canoed",,"okupo"
"142047","canoeing",,"ekiposo"
"142048","canoeings",,"ekiposet"
"142049","canoeiro",,"akopesi"
"142050","canoeiros",,"akopesat"
"142051","canoeist",,"okupisat"
"142052","canoeists",,"okupise"
"142053","canoelands",,"ukepazot"
"142054","canoelike",,"ukepazota"
"142055","canoeload",,"lavavuan"
"142056","canoeman",,"ukepape"
"142057","canoer",,"ikapue"
"142058","canoers",,"ikapuot"
"142059","canoes",,"luvuan"
"142060","canoewood",,"ukepaku"
"142061","canoewoods",,"ukepakot"
"142062","canoga",,"lovoi"
"142063","canogas",,"lovomat"
"142064","canoh",,"ukepo"
"142065","canoing",,"okupeun"
"142066","canola",,"ikapin"
"142067","canolas",,"ikapaa"
"142068","canomay",,"levezin"
"142069","canon",,"ekipaa"
"142070","canonba",,"luvupun"
"142071","canonbie",,"lovopoun"
"142072","canonbury",,"ikaposet"
"142073","canonchet",,"akoputan"
"142074","canoncito",,"luvupao"
"142075","canones",,"akopuen"
"142076","canoness",,"akopuzon"
"142077","canonesses",,"ukepizot"
"142078","canongo",,"ukepiu"
"142079","canonic",,"ekipain"
"142080","canonica",,"okupesat"
"142081","canonical",,"lovopiin"
"142082","canonicalisation",,"lovopivio"
"142083","canonicalise",,"levepovoe"
"142084","canonicalised",,"ukepisatan"
"142085","canonicalises",,"levepovoin"
"142086","canonicalising",,"ukepisata"
"142087","canonicality",,"okupesitet"
"142088","canonicalization",,"okupesitot"
"142089","canonicalize",,"ekipasotat"
"142090","canonicalized",,"lovopivion"
"142091","canonicalizes",,"ekipasote"
"142092","canonicalizing",,"lovopiviin"
"142093","canonicall",,"ukepisen"
"142094","canonically",,"ekipasotan"
"142095","canonicalness",,"okupesiton"
"142096","canonicals",,"lovopia"
"142097","canonicate",,"lovopiina"
"142098","canonicates",,"lovopivia"
"142099","canonici",,"ekipaso"
"142100","canonicities",,"levepovuu"
"142101","canonicity",,"luvupaet"
"142102","canonicorum",,"lovopiveet"
"142103","canonics",,"ekipasa"
"142104","canonicum",,"ikaposi"
"142105","canonicus",,"akopusat"
"142106","canonisant",,"ukepisena"
"142107","canonisation",,"ekipasotu"
"142108","canonisations",,"ekipasotot"
"142109","canonise",,"akopusi"
"142110","canonised",,"levepoen"
"142111","canoniser",,"lovopiine"
"142112","canonisers",,"lovopiaa"
"142113","canonises",,"akopusata"
"142114","canonising",,"levepoe"
"142115","canonist",,"lovopiu"
"142116","canonistic",,"lovopio"
"142117","canonistical",,"akopusego"
"142118","canonists",,"lovopiot"
"142119","canonizable",,"livipuruun"
"142120","canonizant",,"lovopiae"
"142121","canonization",,"luvuparaun"
"142122","canonizations",,"luvuparau"
"142123","canonize",,"livipuet"
"142124","canonized",,"ekipasaa"
"142125","canonizer",,"okupese"
"142126","canonizers",,"okupesin"
"142127","canonizes",,"livipui"
"142128","canonizest",,"ekipaset"
"142129","canonizeth",,"livipuun"
"142130","canonizing",,"ekipasat"
"142131","canonlike",,"luvupien"
"142132","canonor",,"lavapi"
"142133","canonries",,"lovopoin"
"142134","canonry",,"lavapon"
"142135","canons",,"ekipee"
"142136","canonsbu",,"lovopiun"
"142137","canonsburg",,"okupewot"
"142138","canonsburgs",,"okupewoko"
"142139","canonship",,"ikapowat"
"142140","canonships",,"ikapowe"
"142141","canonus",,"akopuet"
"142142","canoo",,"lovof"
"142143","canoodle",,"luvufeu"
"142144","canoodled",,"okupovat"
"142145","canoodler",,"ikapivet"
"142146","canoodlers",,"ikapivi"
"142147","canoodles",,"luvufeot"
"142148","canoodling",,"okupovo"
"142149","canophile",,"ikapuran"
"142150","canophilia",,"akoperot"
"142151","canophilias",,"akoperefo"
"142152","canophilist",,"lavahateet"
"142153","canophilists",,"lavahatei"
"142154","canophobia",,"ukeparen"
"142155","canophobias",,"ukeparevon"
"142156","canopic",,"akopeet"
"142157","canopid",,"levehot"
"142158","canopied",,"lavahei"
"142159","canopies",,"ukepasu"
"142160","canopo",,"okupone"
"142161","canopus",,"ukepaun"
"142162","canopuss",,"ukepadu"
"142163","canopy",,"okupeta"
"142164","canopying",,"lovohua"
"142165","canopyless",,"levehion"
"142166","canopylike",,"lavahoin"
"142167","canopys",,"okupiie"
"142168","canor",,"ukepoa"
"142169","canorous",,"akopihi"
"142170","canorously",,"lovocua"
"142171","canorousness",,"livicagein"
"142172","canorousnesses",,"lovocugaan"
"142173","canorousnesss",,"livicagea"
"142174","canorus",,"ikapea"
"142175","canos",,"lavaq"
"142176","canosan",,"okupeia"
"142177","canossa",,"leveqin"
"142178","canossan",,"okupewat"
"142179","canossian",,"okupewu"
"142180","canotas",,"ukepuat"
"142181","canotier",,"luvuwain"
"142182","canotiers",,"luvuwaa"
"142183","canouan",,"ekipou"
"142184","canova",,"ikapui"
"142185","canovanas",,"lividoon"
"142186","canovanass",,"lividoan"
"142187","canove",,"ekipat"
"142188","canovio",,"ukepee"
"142189","canow",,"livig"
"142190","canowindra",,"akopisun"
"142191","canowindrid",,"lavagehuot"
"142192","canoy",,"lovol"
"142193","canque",,"lovuet"
"142194","canrenoate",,"akojefan"
"142195","canrenoic",,"lovaviu"
"142196","canrenone",,"okujifun"
"142197","canreply",,"ikajujo"
"142198","canrobert",,"lavifaan"
"142199","canroberts",,"lavifaun"
"142200","canroy",,"ekijuna"
"142201","canroyer",,"lovafuat"
"142202","cans",,"livoe"
"142203","cansamada",,"okucupan"
"142204","canseco",,"luvivat"
"142205","cansfield",,"akocesat"
"142206","cansful",,"lovelun"
"142207","cansiboy",,"ekicasot"
"142208","cansick",,"loverat"
"142209","cansilayan",,"livoroat"
"142210","cansino",,"ekicaota"
"142211","cansinos",,"ekicafo"
"142212","canslaw",,"ukeceat"
"142213","cansler",,"levavin"
"142214","canso",,"lavuf"
"142215","cansofcom",,"akocamun"
"142216","cansos",,"lavuene"
"142217","canst",,"ekicee"
"142218","canstatin",,"ukecurot"
"142219","canstick",,"akocasi"
"142220","cansticks",,"akocasat"
"142221","cant",,"ekiqo"
"142222","canta",,"okuqu"
"142223","cantab",,"luvuia"
"142224","cantabaco",,"lovonoat"
"142225","cantabank",,"akoqosi"
"142226","cantabanks",,"akoqosat"
"142227","cantabia",,"lavanaon"
"142228","cantabile",,"akoqosia"
"142229","cantabiles",,"akoqosata"
"142230","cantability",,"luvunutaon"
"142231","cantabon",,"okuqusan"
"142232","cantabri",,"ikaqaso"
"142233","cantabria",,"ukeqesu"
"142234","cantabrian",,"livinian"
"142235","cantabrians",,"liviniweun"
"142236","cantabric",,"ikaqasen"
"142237","cantabrica",,"ukeqesina"
"142238","cantabrigian",,"luvunuwoat"
"142239","cantabrigians",,"luvunuwoe"
"142240","cantabris",,"ikaqaset"
"142241","cantabrize",,"lavanaat"
"142242","cantabrizes",,"lavanawie"
"142243","cantabro",,"akoqoset"
"142244","cantabs",,"luvunat"
"142245","cantacuzene",,"ikaqateset"
"142246","cantacuzenes",,"ikaqatesi"
"142247","cantador",,"ukeqevun"
"142248","cantagalo",,"levenaet"
"142249","cantaguic",,"okuqune"
"142250","cantahay",,"lovonoata"
"142251","cantal",,"lovoona"
"142252","cantala",,"livina"
"142253","cantalanin",,"livinoun"
"142254","cantalas",,"livinoen"
"142255","cantalasaponin",,"ekiqizadot"
"142256","cantaleup",,"akoqozi"
"142257","cantalever",,"luvuniot"
"142258","cantalevers",,"luvunipao"
"142259","cantalite",,"ukeqezin"
"142260","cantaliver",,"lavanue"
"142261","cantalou",,"livinoet"
"142262","cantaloup",,"ikaqazon"
"142263","cantaloupe",,"okuquzu"
"142264","cantaloupes",,"okuquzukot"
"142265","cantaloupey",,"ukeqezeko"
"142266","cantaloups",,"ikaqazan"
"142267","cantals",,"lovonan"
"142268","cantalupensis",,"luvuniguun"
"142269","cantando",,"ekiqifin"
"142270","cantanke",,"luvunau"
"142271","cantankerosity",,"livinuzien"
"142272","cantankerous",,"ukeqefofon"
"142273","cantankerously",,"levenozeot"
"142274","cantankerousness",,"lovonizou"
"142275","cantankerousnesses",,"levenozei"
"142276","cantante",,"ikaqafa"
"142277","cantao",,"ukeqia"
"142278","cantar",,"luvuana"
"142279","cantara",,"lavanena"
"142280","cantare",,"livinot"
"142281","cantarero",,"ukeqequ"
"142282","cantarist",,"okuquqe"
"142283","cantarito",,"ukeqeqot"
"142284","cantaro",,"levenin"
"142285","cantars",,"luvunun"
"142286","cantastoria",,"akoqowocu"
"142287","cantata",,"luvunata"
"142288","cantatas",,"luvunee"
"142289","cantate",,"lovonon"
"142290","cantates",,"lovonuan"
"142291","cantation",,"ekiqiben"
"142292","cantative",,"ukeqebu"
"142293","cantato",,"lavanet"
"142294","cantator",,"ukeqebe"
"142295","cantatory",,"ekiqiba"
"142296","cantatrice",,"ekiqibo"
"142297","cantatrices",,"ekiqibevet"
"142298","cantatrici",,"okuqubin"
"142299","cantave",,"levene"
"142300","cantboard",,"leveriaa"
"142301","cantdog",,"lavaton"
"142302","cantdogs",,"lavatoan"
"142303","cante",,"akoqe"
"142304","canted",,"leveat"
"142305","canteen",,"livivot"
"142306","canteenless",,"ukeqazafa"
"142307","canteens",,"liviveo"
"142308","cantefable",,"lovovau"
"142309","cantegril",,"akoqenun"
"142310","cantel",,"lavaoe"
"142311","canteleu",,"livivoo"
"142312","cantellated",,"ekiqozaten"
"142313","cantellation",,"okuqizetet"
"142314","cantelo",,"lovovan"
"142315","cantelope",,"ekiqoza"
"142316","canteloube",,"ukeqazin"
"142317","canteloubes",,"ukeqazeka"
"142318","canteloup",,"ekiqozo"
"142319","canteloupe",,"akoqezat"
"142320","cantemir",,"lavavaan"
"142321","cantenna",,"ekiqofin"
"142322","canter",,"lovoeta"
"142323","cantera",,"livivota"
"142324","canterbu",,"akoqeqen"
"142325","canterburian",,"ukeqaquket"
"142326","canterburianism",,"okuqiqokun"
"142327","canterburianisms",,"okuqiqoku"
"142328","canterburie",,"leveveteon"
"142329","canterburies",,"levevetean"
"142330","canterbury",,"luvuvuot"
"142331","canterburys",,"luvuvutuo"
"142332","cantered",,"ukeqaqan"
"142333","canterel",,"ikaquqa"
"142334","canterelle",,"lovovou"
"142335","canterer",,"akoqeqena"
"142336","cantering",,"ukeqaqa"
"142337","cantero",,"luvuvun"
"142338","canters",,"lovovia"
"142339","cantest",,"levevu"
"142340","cantey",,"okuqo"
"142341","canth",,"livin"
"142342","canthal",,"ekiquin"
"142343","cantharellaceous",,"akoqirafi"
"142344","cantharellales",,"luvuniwue"
"142345","cantharelli",,"ukeqorufon"
"142346","cantharelloid",,"lovonewoan"
"142347","cantharellus",,"ikaqerifu"
"142348","cantharelluses",,"okuqarofi"
"142349","cantharelluss",,"ikaqerifot"
"142350","cantharellusses",,"okuqarofat"
"142351","canthari",,"ikaqeret"
"142352","cantharic",,"ikaqeron"
"142353","cantharid",,"luvunia"
"142354","cantharidae",,"luvuniwoen"
"142355","cantharidaes",,"luvuniwoon"
"142356","cantharidal",,"okuqarova"
"142357","cantharidate",,"okuqarovaa"
"142358","cantharidated",,"livinoweu"
"142359","cantharidates",,"okuqaroven"
"142360","cantharidating",,"livinoweon"
"142361","cantharide",,"livinoan"
"142362","cantharidean",,"akoqiravin"
"142363","cantharides",,"livinoweun"
"142364","cantharidian",,"ekiqurevun"
"142365","cantharidiasis",,"lavanuwian"
"142366","cantharidic",,"luvuniwoona"
"142367","cantharidin",,"akoqiravot"
"142368","cantharidine",,"ukeqoruvi"
"142369","cantharidines",,"ukeqoruvat"
"142370","cantharidins",,"akoqiravo"
"142371","cantharidism",,"lovonewai"
"142372","cantharidize",,"ikaqerive"
"142373","cantharidized",,"luvuniwoan"
"142374","cantharidizing",,"luvuniwoa"
"142375","cantharids",,"luvunien"
"142376","canthariphil",,"lavanuwii"
"142377","cantharis",,"ikaqeri"
"142378","cantharoid",,"levenai"
"142379","cantharophilic",,"lovonewein"
"142380","cantharophilous",,"livinowoun"
"142381","cantharophily",,"luvuniwiin"
"142382","cantharu",,"okuqarat"
"142383","cantharus",,"okuqare"
"142384","cantharuss",,"okuqarin"
"142385","canthathari",,"ukeqoreton"
"142386","canthaxanthin",,"ekiqurotin"
"142387","canthaxanthine",,"akoqireton"
"142388","canthaxanthines",,"akoqiretan"
"142389","canthaxanthins",,"ekiqurota"
"142390","canthectomy",,"okuqazigot"
"142391","cantheism",,"lavanie"
"142392","cantheist",,"akoqizat"
"142393","canthellus",,"livineun"
"142394","canthi",,"livio"
"142395","canthic",,"livinen"
"142396","canthitis",,"ekiquson"
"142397","canthitises",,"akoqisovot"
"142398","cantho",,"lavaet"
"142399","canthocamptid",,"ikaqehutot"
"142400","cantholoreal",,"ikaqehocin"
"142401","cantholysis",,"ukeqohiri"
"142402","canthomeatal",,"lovonufoet"
"142403","canthook",,"leveniet"
"142404","canthooks",,"levenii"
"142405","canthopexy",,"lavanoe"
"142406","canthoplasty",,"ekiquhufun"
"142407","canthorrhaphy",,"akoqihabon"
"142408","canthorum",,"ekiquhet"
"142409","canthotomy",,"akoqihu"
"142410","canthus",,"lovonat"
"142411","canthuss",,"lovonae"
"142412","canthuthi",,"lovonaa"
"142413","cantiacorum",,"livirovoe"
"142414","cantiasay",,"akoquri"
"142415","cantic",,"ekiquna"
"142416","cantica",,"okuqeon"
"142417","canticle",,"lavarei"
"142418","canticles",,"lavareat"
"142419","cantico",,"ikaqoa"
"142420","canticoed",,"liviruet"
"142421","canticoing",,"liviruu"
"142422","canticos",,"ikaqoten"
"142423","canticoy",,"akoquton"
"142424","canticoyed",,"lavareata"
"142425","canticoying",,"lavarejuo"
"142426","canticoys",,"akoqutan"
"142427","canticular",,"akoqutun"
"142428","canticum",,"ikaqotena"
"142429","canticums",,"ikaqoton"
"142430","cantier",,"lovorana"
"142431","cantiest",,"leverua"
"142432","cantiga",,"ikaqoo"
"142433","cantigas",,"ikaqonet"
"142434","cantigny",,"liviroi"
"142435","cantignys",,"liviroat"
"142436","cantil",,"levein"
"142437","cantilan",,"ikaqozet"
"142438","cantilated",,"lavaruun"
"142439","cantilating",,"lavarusuen"
"142440","cantile",,"lavaron"
"142441","cantiled",,"ikaqozo"
"142442","cantilena",,"okuqeze"
"142443","cantilenas",,"okuqezin"
"142444","cantilene",,"akoquzan"
"142445","cantilenes",,"akoquzun"
"142446","cantilev",,"okuqezat"
"142447","cantilever",,"liviroan"
"142448","cantileverable",,"lovorepion"
"142449","cantileverage",,"luvuripaan"
"142450","cantilevered",,"akoquzile"
"142451","cantilevering",,"akoquzilet"
"142452","cantilevers",,"liviropuun"
"142453","cantiling",,"ikaqozun"
"142454","cantillate",,"luvurien"
"142455","cantillated",,"okuqezetot"
"142456","cantillates",,"luvuripaon"
"142457","cantillating",,"okuqezetan"
"142458","cantillation",,"ikaqozota"
"142459","cantillational",,"luvuripaa"
"142460","cantillations",,"ikaqozoten"
"142461","cantillatory",,"ikaqozotin"
"142462","cantillo",,"akoquzat"
"142463","cantillon",,"luvuriet"
"142464","cantillons",,"luvurii"
"142465","cantils",,"levera"
"142466","cantily",,"liviren"
"142467","cantim",,"ukeqata"
"142468","cantimo",,"ekiqaot"
"142469","cantimos",,"ekiqapo"
"142470","cantin",,"lavaeta"
"142471","cantina",,"leverota"
"142472","cantinas",,"leverooa"
"142473","cantine",,"luvuree"
"142474","cantiness",,"luvuraa"
"142475","cantinesses",,"livirupeun"
"142476","cantinesss",,"luvuraen"
"142477","canting",,"levero"
"142478","cantingly",,"akoqufe"
"142479","cantingness",,"ekiqafajat"
"142480","cantingnesss",,"ekiqafaje"
"142481","cantings",,"leveroet"
"142482","cantini",,"lavaran"
"142483","cantinier",,"ikaqofi"
"142484","cantino",,"lovorun"
"142485","cantion",,"lovoruna"
"142486","cantions",,"lovoruua"
"142487","cantish",,"liviret"
"142488","cantitruncated",,"livirawiot"
"142489","cantitruncation",,"luvurewua"
"142490","cantiveros",,"ekiqaget"
"142491","cantle",,"lavaoi"
"142492","cantled",,"ikaqain"
"142493","cantles",,"lavavet"
"142494","cantlet",,"ikaqaot"
"142495","cantlets",,"ikaqazo"
"142496","cantley",,"lovovii"
"142497","cantlie",,"lavavon"
"142498","cantline",,"ekiqisa"
"142499","cantling",,"ikaqasi"
"142500","cantlings",,"ikaqasat"
"142501","cantlon",,"ukeqeee"
"142502","cantlop",,"ikaqao"
"142503","cantlow",,"levevot"
"142504","cantly",,"liviota"
"142505","cantman",,"luvuze"
"142506","canto",,"ikaqi"
"142507","canton",,"lovoia"
"142508","cantona",,"livifo"
"142509","cantonal",,"akoqafi"
"142510","cantonalism",,"ikaqifofu"
"142511","cantonalisms",,"ikaqifofot"
"142512","cantonalist",,"levefosoun"
"142513","cantonas",,"livifuet"
"142514","cantone",,"levefin"
"142515","cantoned",,"ukequfun"
"142516","cantoner",,"akoqafon"
"142517","cantones",,"levefoa"
"142518","cantonese",,"lavafean"
"142519","cantoneses",,"lavafeun"
"142520","cantonghao",,"akoqafin"
"142521","cantoning",,"ukequfen"
"142522","cantonisation",,"lovofitaun"
"142523","cantonisations",,"lovofitau"
"142524","cantonise",,"levefoet"
"142525","cantonised",,"ukequfa"
"142526","cantonises",,"levefoi"
"142527","cantonising",,"ukequfadat"
"142528","cantonist",,"akoqafun"
"142529","cantonization",,"okuqofisan"
"142530","cantonizations",,"okuqofisun"
"142531","cantonize",,"ekiqefo"
"142532","cantonized",,"lovofiin"
"142533","cantonizes",,"ekiqefet"
"142534","cantonizing",,"lovofitoi"
"142535","cantonment",,"levefoia"
"142536","cantonments",,"levefofeat"
"142537","cantons",,"lovofata"
"142538","cantoon",,"luvufu"
"142539","cantophone",,"lavafiin"
"142540","cantopop",,"ikaqijet"
"142541","cantor",,"lavaen"
"142542","cantoral",,"ikaqiqen"
"142543","cantoran",,"okuqoqat"
"142544","cantorate",,"ikaqiqena"
"142545","cantore",,"luvufuna"
"142546","cantoress",,"luvufuot"
"142547","cantoria",,"levefeo"
"142548","cantorial",,"ikaqiqi"
"142549","cantorian",,"okuqoqu"
"142550","cantorianly",,"luvufutai"
"142551","cantorians",,"okuqoqot"
"142552","cantoris",,"lavafaat"
"142553","cantorous",,"levefeet"
"142554","cantors",,"lavafon"
"142555","cantorship",,"lovofoen"
"142556","cantorships",,"lovofobuon"
"142557","cantorum",,"lovofoe"
"142558","cantos",,"ikaqin"
"142559","cantoss",,"ikaqia"
"142560","cantour",,"luvufe"
"142561","cantrail",,"ekiqura"
"142562","cantrails",,"ekiquren"
"142563","cantraip",,"ukeqoru"
"142564","cantraips",,"ukeqorot"
"142565","cantrall",,"levecao"
"142566","cantralls",,"levecaet"
"142567","cantrap",,"ukeqoat"
"142568","cantraps",,"ukeqore"
"142569","cantred",,"akoqia"
"142570","cantreds",,"akoqizen"
"142571","cantref",,"okuqai"
"142572","cantrefs",,"okuqazat"
"142573","cantrell",,"luvucoin"
"142574","cantrelle",,"liviceon"
"142575","cantrells",,"luvucoa"
"142576","cantrer",,"ekique"
"142577","cantress",,"lovocaat"
"142578","cantrev",,"ukeqoan"
"142579","cantrici",,"livicuon"
"142580","cantril",,"akoqion"
"142581","cantrill",,"lavaceun"
"142582","cantrils",,"akoqisan"
"142583","cantrip",,"ikaqeo"
"142584","cantrips",,"ikaqeset"
"142585","cantrix",,"ukeqoun"
"142586","cantron",,"ekiquina"
"142587","cants",,"ekiqaa"
"142588","cantt",,"lovow"
"142589","cantu",,"akoqea"
"142590","cantua",,"ekiqat"
"142591","cantuar",,"liviba"
"142592","cantuarian",,"akoqerun"
"142593","cantuarians",,"akoqeravu"
"142594","cantuars",,"liviboen"
"142595","cantucci",,"akoqetet"
"142596","cantuccini",,"luvubaen"
"142597","cantus",,"akoqa"
"142598","cantut",,"levee"
"142599","cantuta",,"lovobi"
"142600","cantuzumab",,"akoqenan"
"142601","cantwell",,"akoqizon"
"142602","cantwise",,"ikaqeso"
"142603","cantwoman",,"luvugea"
"142604","canty",,"ikaqie"
"142605","cantyre",,"luvulat"
"142606","cantz",,"luvum"
"142607","cantzari",,"ukeqare"
"142608","cantzaro",,"ekiqorin"
"142609","canuck",,"levoe"
"142610","canuckese",,"luvasou"
"142611","canuckiana",,"ukewiva"
"142612","canuckistan",,"luvasotoon"
"142613","canuckistani",,"luvasotoat"
"142614","canuckistanian",,"ekiwavodot"
"142615","canuckland",,"ekiwaven"
"142616","canucks",,"levosin"
"142617","canuding",,"laveteat"
"142618","canudos",,"okuwoon"
"142619","canuk",,"levot"
"142620","canul",,"ukewe"
"142621","canula",,"akowaa"
"142622","canulae",,"ukewean"
"142623","canular",,"lovivan"
"142624","canulas",,"akowoen"
"142625","canulate",,"lavevuon"
"142626","canulated",,"ikawaro"
"142627","canulates",,"lavevuan"
"142628","canulatia",,"loviveu"
"142629","canulating",,"ikawarun"
"142630","canulation",,"ukeweren"
"142631","canulations",,"ukewerevon"
"142632","canulizatia",,"okuwusata"
"142633","canulization",,"lovivirii"
"142634","canulizations",,"loviviriat"
"142635","canum",,"laveza"
"142636","canun",,"ikawoe"
